N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.204095231E+00 1.204393600E+00 1.203825312E+00 1.201782771E+00
1.600000000E+01 1.281151679E+00 1.281280127E+00 1.281111438E+00 1.280775442E+00
1.700000000E+01 1.364465955E+00 1.364418005E+00 1.363152568E+00 1.363952305E+00
1.549996187E+01 1.250377114E+00 1.249436522E+00 1.250246377E+00 1.250126008E+00
1.649996187E+01 1.317742946E+00 1.317394577E+00 1.317779954E+00 1.317987880E+00
1.674996808E+01 1.339984374E+00 1.338576642E+00 1.339378462E+00 1.339771318E+00
1.624993176E+01 1.298021414E+00 1.298329012E+00 1.298602702E+00 1.298821204E+00
1.574996808E+01 1.265606645E+00 1.265809339E+00 1.265100325E+00 1.265455784E+00
1.524993176E+01 1.232593569E+00 1.232430152E+00 1.232508783E+00 1.232263373E+00
