N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.220466062E+00 1.221114381E+00 1.220996580E+00 1.220656474E+00
1.600000000E+01 1.282499339E+00 1.282766312E+00 1.282963377E+00 1.281880289E+00
1.700000000E+01 1.367912478E+00 1.367464892E+00 1.366826531E+00 1.367453060E+00
1.549996187E+01 1.251944013E+00 1.251077867E+00 1.251665557E+00 1.251701435E+00
1.649996187E+01 1.320147946E+00 1.320214260E+00 1.320634409E+00 1.320723019E+00
1.674996808E+01 1.342987983E+00 1.341863146E+00 1.342693774E+00 1.342954801E+00
1.624993176E+01 1.299882973E+00 1.300588493E+00 1.300715065E+00 1.300726169E+00
1.574996808E+01 1.266566499E+00 1.266831318E+00 1.266046424E+00 1.266299520E+00
1.524993176E+01 1.237276078E+00 1.237239813E+00 1.237331580E+00 1.237345818E+00
