T Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.000000000E+01 1.274950431E+00 1.212990858E+00 6.195957300E-02 1.246190870E+00 1.203108018E+00 4.308285200E-02 2.875956100E-02 9.882840000E-03
290 1.016672606E+01 1.275039407E+00 1.213212546E+00 6.182686100E-02 1.251140392E+00 1.205934124E+00 4.520626800E-02 2.389901500E-02 7.278422000E-03
290 1.033324570E+01 1.275169225E+00 1.213531299E+00 6.163792600E-02 1.255745167E+00 1.208227585E+00 4.751758200E-02 1.942405800E-02 5.303714000E-03
290 1.049996187E+01 1.275358377E+00 1.213985912E+00 6.137246500E-02 1.259966471E+00 1.210152635E+00 4.981383600E-02 1.539190600E-02 3.833277000E-03
290 1.066670514E+01 1.275633236E+00 1.214626878E+00 6.100635800E-02 1.263741264E+00 1.211867853E+00 5.187341100E-02 1.189197200E-02 2.759025000E-03
290 1.083333839E+01 1.276030944E+00 1.215516690E+00 6.051425400E-02 1.267046890E+00 1.213528735E+00 5.351815500E-02 8.984054000E-03 1.987955000E-03
290 1.100000000E+01 1.276602833E+00 1.216727430E+00 5.987540300E-02 1.269933471E+00 1.215284704E+00 5.464876700E-02 6.669362000E-03 1.442726000E-03
290 1.116672606E+01 1.277417896E+00 1.218334529E+00 5.908336700E-02 1.272523092E+00 1.217272856E+00 5.525023600E-02 4.894804000E-03 1.061673000E-03
290 1.133324570E+01 1.278565171E+00 1.220406606E+00 5.815856500E-02 1.274990232E+00 1.219609205E+00 5.538102700E-02 3.574939000E-03 7.974010000E-04
290 1.149996187E+01 1.280152852E+00 1.222993341E+00 5.715951100E-02 1.277537678E+00 1.222378905E+00 5.515877300E-02 2.615174000E-03 6.144360000E-04
290 1.166670514E+01 1.282300935E+00 1.226115246E+00 5.618568900E-02 1.280373291E+00 1.225628448E+00 5.474484300E-02 1.927644000E-03 4.867980000E-04
290 1.183333839E+01 1.285124363E+00 1.229759853E+00 5.536451000E-02 1.283685578E+00 1.229363960E+00 5.432161800E-02 1.438785000E-03 3.958930000E-04
290 1.200000000E+01 1.288706444E+00 1.233887791E+00 5.481865300E-02 1.287615417E+00 1.233558928E+00 5.405648900E-02 1.091027000E-03 3.288630000E-04
290 1.216672606E+01 1.293069140E+00 1.238447670E+00 5.462147000E-02 1.292227731E+00 1.238170439E+00 5.405729200E-02 8.414090000E-04 2.772310000E-04
290 1.233324570E+01 1.298154472E+00 1.243392067E+00 5.476240500E-02 1.297495363E+00 1.243156383E+00 5.433898000E-02 6.591090000E-04 2.356840000E-04
290 1.249996187E+01 1.303831816E+00 1.248684983E+00 5.514683300E-02 1.303309023E+00 1.248483946E+00 5.482507700E-02 5.227930000E-04 2.010370000E-04
290 1.266670514E+01 1.309932637E+00 1.254298357E+00 5.563428000E-02 1.309514422E+00 1.254126944E+00 5.538747800E-02 4.182150000E-04 1.714130000E-04
290 1.283333839E+01 1.316294287E+00 1.260204126E+00 5.609016100E-02 1.315958168E+00 1.260058416E+00 5.589975200E-02 3.361190000E-04 1.457100000E-04
290 1.300000000E+01 1.322787857E+00 1.266369599E+00 5.641825800E-02 1.322517342E+00 1.266246342E+00 5.627100000E-02 2.705150000E-04 1.232570000E-04
