fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDL0 16:25:14 305.1 38 1.000E+000 1.017E+000 4.200E-006 1.000E+004 2.536E+000 2.283E-008 1.902E-004 1.996E-001 1.902E-004 1.567E-005 4.127E-001 1.254E-001 1.248E-004 2.852E+000 
UDL1 16:29:24 305 38.01 1.000E+000 1.621E+000 1.816E-006 1.004E+004 2.572E+000 2.143E-008 1.902E-004 1.988E-001 1.901E-004 1.549E-005 4.100E-001 1.245E-001 1.243E-004 1.005E-002 
UDL2 16:35:46 305 38.01 1.000E+000 1.301E+000 2.530E-006 1.004E+004 2.595E+000 2.070E-008 1.912E-004 1.987E-001 1.912E-004 1.553E-005 4.087E-001 1.244E-001 1.247E-004 8.637E-002 
UDL3 16:40:14 305 38.01 1.000E+000 1.458E+000 1.891E-006 1.004E+004 2.622E+000 1.951E-008 1.919E-004 1.972E-001 1.918E-004 1.536E-005 4.061E-001 1.231E-001 1.247E-004 3.646E-002 
UDL4 16:45:06 305 38.01 1.000E+000 1.583E+000 1.741E-006 1.004E+004 2.623E+000 1.954E-008 1.913E-004 1.972E-001 1.912E-004 1.530E-005 4.059E-001 1.230E-001 1.243E-004 6.215E-003 
UDL5 16:49:58 305 38.01 1.000E+000 1.535E+000 1.946E-006 1.004E+004 2.605E+000 2.053E-008 1.906E-004 1.987E-001 1.906E-004 1.545E-005 4.080E-001 1.242E-001 1.243E-004 9.731E-003 
UDL6 16:54:28 305 38.01 1.000E+000 1.546E+000 1.616E-006 1.004E+004 2.639E+000 1.932E-008 1.900E-004 1.971E-001 1.900E-004 1.516E-005 4.048E-001 1.228E-001 1.233E-004 3.166E-002 
UDL7 16:59:24 305.1 38 1.000E+000 1.589E+000 2.152E-006 1.000E+004 2.582E+000 2.076E-008 1.909E-004 1.973E-001 1.908E-004 1.537E-005 4.083E-001 1.234E-001 1.244E-004 8.612E-002 
UDL8 17:04:10 305 38.01 1.000E+000 1.419E+000 2.489E-006 1.004E+004 2.599E+000 2.045E-008 1.913E-004 1.983E-001 1.912E-004 1.547E-005 4.081E-001 1.239E-001 1.248E-004 1.423E-002 
UDL9 17:08:38 304.9 38.03 1.000E+000 1.526E+000 1.808E-006 1.007E+004 2.654E+000 1.872E-008 1.915E-004 1.972E-001 1.914E-004 1.526E-005 4.043E-001 1.227E-001 1.242E-004 2.579E+000 
