fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 6:51 287.2 40.37 1.000E+000 3.133E+000 3.680E-012 2.484E+004 3.036E+000 5.575E-006 1.671E-004 2.536E-001 1.670E-004 1.910E-005 4.510E-001 1.647E-001 1.159E-004 2.535E-003 
00L2 7:14 290.2 39.95 1.000E+000 4.274E+000 6.077E-012 2.274E+004 2.971E+000 5.829E-006 1.682E-004 2.477E-001 1.681E-004 1.864E-005 4.477E-001 1.604E-001 1.162E-004 5.341E-003 
00L3 7:27 292.7 39.61 1.000E+000 4.345E+000 9.712E-012 2.104E+004 2.955E+000 6.459E-006 1.677E-004 2.406E-001 1.676E-004 1.779E-005 4.413E-001 1.549E-001 1.148E-004 2.780E-003 
00L4 7:53 295.3 39.26 1.000E+000 4.312E+000 1.390E-011 1.934E+004 2.907E+000 6.989E-006 1.713E-004 2.345E-001 1.712E-004 1.758E-005 4.376E-001 1.505E-001 1.167E-004 6.771E-003 
00L5 8:13 298.1 38.89 1.000E+000 4.442E+000 2.390E-011 1.758E+004 2.907E+000 8.091E-006 1.700E-004 2.254E-001 1.698E-004 1.640E-005 4.284E-001 1.434E-001 1.143E-004 5.814E-003 
00L6 8:31 300.8 38.54 1.000E+000 4.542E+000 3.804E-011 1.596E+004 2.901E+000 9.206E-006 1.716E-004 2.181E-001 1.714E-004 1.575E-005 4.212E-001 1.379E-001 1.141E-004 3.281E-003 
00L7 8:52 303.3 38.23 1.000E+000 5.505E+000 6.077E-011 1.452E+004 2.918E+000 1.073E-005 1.697E-004 2.090E-001 1.695E-004 1.457E-005 4.111E-001 1.308E-001 1.113E-004 3.161E-003 
00L8 9:11 305.9 37.9 1.000E+000 3.517E+000 9.168E-011 1.310E+004 2.893E+000 1.177E-005 1.673E-004 2.009E-001 1.672E-004 1.358E-005 4.045E-001 1.249E-001 1.087E-004 7.992E-002 
00L9 9:38 308.5 37.58 1.000E+000 3.654E+000 1.344E-010 1.176E+004 2.868E+000 1.293E-005 1.732E-004 1.962E-001 1.730E-004 1.358E-005 4.003E-001 1.215E-001 1.117E-004 1.233E-003 
0L10 10:38 311 37.28 1.000E+000 3.128E+000 1.959E-010 1.055E+004 2.850E+000 1.431E-005 1.730E-004 1.889E-001 1.729E-004 1.285E-005 3.935E-001 1.162E-001 1.105E-004 1.264E-003 
0L11 10:55 314.1 36.91 1.000E+000 3.856E+000 3.157E-010 9.165E+003 2.840E+000 1.649E-005 1.741E-004 1.798E-001 1.739E-004 1.202E-005 3.844E-001 1.096E-001 1.096E-004 1.151E-003 
0L12 11:39 317.2 36.55 1.000E+000 3.038E+000 5.083E-010 7.905E+003 2.826E+000 1.873E-005 1.754E-004 1.715E-001 1.752E-004 1.131E-005 3.762E-001 1.036E-001 1.090E-004 1.074E-003 
0L13 11:58 318.9 36.36 1.000E+000 3.041E+000 6.179E-010 7.271E+003 2.824E+000 2.046E-005 1.746E-004 1.654E-001 1.744E-004 1.068E-005 3.703E-001 9.930E-002 1.075E-004 1.422E-003 
0L14 12:17 321.2 36.1 1.000E+000 3.269E+000 8.836E-010 6.480E+003 2.804E+000 2.222E-005 1.763E-004 1.597E-001 1.760E-004 1.025E-005 3.648E-001 9.520E-002 1.076E-004 5.698E-004 
0L15 12:35 324.1 35.77 1.000E+000 3.267E+000 1.335E-009 5.595E+003 2.788E+000 2.508E-005 1.757E-004 1.508E-001 1.754E-004 9.423E-006 3.563E-001 8.910E-002 1.056E-004 7.697E-003 
0L16 12:55 326.3 35.53 1.000E+000 3.021E+000 1.856E-009 5.012E+003 2.788E+000 2.771E-005 1.755E-004 1.442E-001 1.752E-004 8.840E-006 3.497E-001 8.450E-002 1.045E-004 8.325E-004 
0L17 13:15 329 35.24 1.000E+000 2.927E+000 2.780E-009 4.401E+003 2.789E+000 3.140E-005 1.763E-004 1.366E-001 1.760E-004 8.225E-006 3.422E-001 7.930E-002 1.036E-004 1.227E-003 
0L18 13:38 332.3 34.89 1.000E+000 2.837E+000 4.317E-009 3.820E+003 2.779E+000 3.626E-005 1.774E-004 1.275E-001 1.770E-004 7.547E-006 3.343E-001 7.330E-002 1.028E-004 7.974E-004 
