N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.018247297E+00 1.016550623E+00 1.015321466E+00 1.014454832E+00
1.600000000E+01 1.265518369E+00 1.264091212E+00 1.262930216E+00 1.262238244E+00
1.700000000E+01 1.338944690E+00 1.337980820E+00 1.336020613E+00 1.336062793E+00
1.549996187E+01 1.199929686E+00 1.198918103E+00 1.200299477E+00 1.201110036E+00
1.649996187E+01 1.298718017E+00 1.298244731E+00 1.297338441E+00 1.297186102E+00
1.674996808E+01 1.318264467E+00 1.316098449E+00 1.315590836E+00 1.315346830E+00
1.624993176E+01 1.282583838E+00 1.281364290E+00 1.280542203E+00 1.279746680E+00
1.574996808E+01 1.243188288E+00 1.241535827E+00 1.240704781E+00 1.240999946E+00
1.524993176E+01 1.088925804E+00 1.093841295E+00 1.099031520E+00 1.103043626E+00
