N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.018447640E+00 1.016671199E+00 1.015295842E+00 1.014244688E+00
1.600000000E+01 1.263394967E+00 1.261463451E+00 1.259897213E+00 1.258893109E+00
1.700000000E+01 1.336526558E+00 1.335179005E+00 1.332926177E+00 1.332753269E+00
1.549996187E+01 1.190847453E+00 1.188344704E+00 1.189015396E+00 1.189699367E+00
1.649996187E+01 1.296861598E+00 1.295981149E+00 1.294736950E+00 1.294314560E+00
1.674996808E+01 1.316173843E+00 1.313611075E+00 1.312789375E+00 1.312300518E+00
1.624993176E+01 1.280790715E+00 1.279138828E+00 1.277949697E+00 1.276859866E+00
1.574996808E+01 1.239527220E+00 1.237146613E+00 1.235836616E+00 1.235844389E+00
1.524993176E+01 1.065008054E+00 1.066004720E+00 1.069515904E+00 1.073571407E+00
