fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_335 001_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.722755024E-13 1.000000000E+20 1.204485481E+00 1.878825257E-14 1.133385825E-04 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.116780898E-13 1.000000000E+20 1.220066412E+00 1.779798698E-14 1.829017357E-04 
002_335 002_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.241706796E-13 1.000000000E+20 1.209302433E+00 2.709863543E-14 1.298833530E-04 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 8.712385596E-18 1.000000000E+20 1.008340874E+00 1.825728479E-13 1.334292615E-03 
003_335 003_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.999955934E-13 1.000000000E+20 1.212816651E+00 3.929615142E-14 1.440878122E-04 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.395197281E-13 1.000000000E+20 1.220371879E+00 3.832253185E-14 1.841696642E-04 
004_335 004_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.105578401E-13 1.000000000E+20 1.215417010E+00 5.718941315E-14 1.558886062E-04 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.501923838E-13 1.000000000E+20 1.220634621E+00 5.622190766E-14 1.852774218E-04 
005_335 005_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.712879195E-13 1.000000000E+20 1.217421270E+00 8.342511630E-14 1.656635671E-04 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.110845654E-13 1.000000000E+20 1.221014056E+00 8.246342197E-14 1.869047202E-04 
006_335 006_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 8.039347196E-13 1.000000000E+20 1.219087171E+00 1.218709680E-13 1.740646253E-04 
