T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
305 001_305 38.014 4.746580E-1 3.620395E-1 7.933680E+1 2.726730E+1 4.013180E-1 3.397211E-1 5.000000E-1 1.000000E+10 1.000000E+10 3.800E-4 1.778E+16
305 002_305 38.014 4.743260E-1 3.607838E-1 7.932550E+1 2.714980E+1 4.010060E-1 3.385210E-1 5.000000E-1 1.468000E+10 1.468000E+10 3.800E-4 1.778E+16
305 003_305 38.014 4.738530E-1 3.589890E-1 7.930920E+1 2.698230E+1 4.005570E-1 3.368097E-1 5.000000E-1 2.154000E+10 2.154000E+10 3.800E-4 1.778E+16
305 004_305 38.014 4.731920E-1 3.564529E-1 7.928590E+1 2.674650E+1 3.999120E-1 3.344036E-1 5.000000E-1 3.162000E+10 3.162000E+10 3.800E-4 1.778E+16
305 005_305 38.014 4.722820E-1 3.529265E-1 7.925320E+1 2.642000E+1 3.990330E-1 3.310499E-1 5.000000E-1 4.642000E+10 4.642000E+10 3.800E-4 1.778E+16
305 006_305 38.014 4.710600E-1 3.481278E-1 7.920810E+1 2.597860E+1 3.978610E-1 3.264775E-1 5.000000E-1 6.813000E+10 6.813000E+10 3.800E-4 1.778E+16
305 007_305 38.014 4.694340E-1 3.417802E-1 7.915350E+1 2.539930E+1 3.963180E-1 3.204401E-1 5.000000E-1 1.000000E+11 1.000000E+11 3.800E-4 1.778E+16
305 008_305 38.014 4.673230E-1 3.336744E-1 7.909320E+1 2.466670E+1 3.943850E-1 3.127228E-1 5.000000E-1 1.468000E+11 1.468000E+11 3.800E-4 1.778E+16
305 009_305 38.014 4.648040E-1 3.237394E-1 7.901150E+1 2.377860E+1 3.920210E-1 3.032814E-1 5.000000E-1 2.154000E+11 2.154000E+11 3.800E-4 1.778E+16
305 010_305 38.014 4.619050E-1 3.120827E-1 7.890630E+1 2.274910E+1 3.892480E-1 2.922183E-1 5.000000E-1 3.162000E+11 3.162000E+11 3.800E-4 1.778E+16
305 011_305 38.014 4.585790E-1 2.989570E-1 7.879240E+1 2.160420E+1 3.861230E-1 2.797571E-1 5.000000E-1 4.642000E+11 4.642000E+11 3.800E-4 1.778E+16
305 012_305 38.014 4.548590E-1 2.846551E-1 7.866940E+1 2.037190E+1 3.826460E-1 2.661972E-1 5.000000E-1 6.813000E+11 6.813000E+11 3.800E-4 1.778E+16
305 013_305 38.014 4.508760E-1 2.694000E-1 7.851440E+1 1.907370E+1 3.788380E-1 2.517389E-1 5.000000E-1 1.000000E+12 1.000000E+12 3.800E-4 1.778E+16
305 014_305 38.014 4.463990E-1 2.533108E-1 7.836090E+1 1.772180E+1 3.746780E-1 2.364934E-1 5.000000E-1 1.468000E+12 1.468000E+12 3.800E-4 1.778E+16
305 015_305 38.014 4.416030E-1 2.364598E-1 7.816950E+1 1.632520E+1 3.701070E-1 2.205458E-1 5.000000E-1 2.154000E+12 2.154000E+12 3.800E-4 1.778E+16
305 016_305 38.014 4.362800E-1 2.189610E-1 7.796760E+1 1.489620E+1 3.651270E-1 2.039867E-1 5.000000E-1 3.162000E+12 3.162000E+12 3.800E-4 1.778E+16
305 017_305 38.014 4.305990E-1 2.010178E-1 7.771870E+1 1.345440E+1 3.596970E-1 1.870233E-1 5.000000E-1 4.642000E+12 4.642000E+12 3.800E-4 1.778E+16
305 018_305 38.014 4.243320E-1 1.829125E-1 7.745910E+1 1.202410E+1 3.538380E-1 1.699095E-1 5.000000E-1 6.813000E+12 6.813000E+12 3.800E-4 1.778E+16
305 019_305 38.014 4.176850E-1 1.649653E-1 7.714790E+1 1.063150E+1 3.475290E-1 1.529584E-1 5.000000E-1 1.000000E+13 1.000000E+13 3.800E-4 1.778E+16
305 020_305 38.014 4.106230E-1 1.474937E-1 7.678500E+1 9.300900E+0 3.407710E-1 1.364676E-1 5.000000E-1 1.468000E+13 1.468000E+13 3.800E-4 1.778E+16
305 021_305 38.014 4.030320E-1 1.307841E-1 7.638450E+1 8.052500E+0 3.335840E-1 1.206966E-1 5.000000E-1 2.154000E+13 2.154000E+13 3.800E-4 1.778E+16
305 022_305 38.014 3.950390E-1 1.150721E-1 7.591200E+1 6.901600E+0 3.259280E-1 1.058764E-1 5.000000E-1 3.162000E+13 3.162000E+13 3.800E-4 1.778E+16
305 023_305 38.014 3.866320E-1 1.005321E-1 7.535070E+1 5.857600E+0 3.178030E-1 9.215786E-2 5.000000E-1 4.642000E+13 4.642000E+13 3.800E-4 1.778E+16
305 024_305 38.014 3.777840E-1 8.727373E-2 7.468100E+1 4.924600E+0 3.091700E-1 7.964153E-2 5.000000E-1 6.813000E+13 6.813000E+13 3.800E-4 1.778E+16
305 025_305 38.014 3.684430E-1 7.534578E-2 7.387750E+1 4.101800E+0 2.999320E-1 6.837850E-2 5.000000E-1 1.000000E+14 1.000000E+14 3.800E-4 1.778E+16
