f G/w
1.0000000E+6 1.8356837E-5
8.9779585E+5 1.8494754E-5
8.0603739E+5 1.8592929E-5
7.2365703E+5 1.8521677E-5
6.4969628E+5 1.8357047E-5
5.8329463E+5 1.8107639E-5
5.2367949E+5 1.7616480E-5
4.7015728E+5 1.7221626E-5
4.2210526E+5 1.6712758E-5
3.7896435E+5 1.6121159E-5
3.4023262E+5 1.5453004E-5
3.0545943E+5 1.4728479E-5
2.7424021E+5 1.4010306E-5
2.4621173E+5 1.3256081E-5
2.2104787E+5 1.2521539E-5
1.9845586E+5 1.1789587E-5
1.7817285E+5 1.1095822E-5
1.5996284E+5 1.0428968E-5
1.4361398E+5 9.8080646E-6
1.2893603E+5 9.2415710E-6
1.1575824E+5 8.7271778E-6
1.0392726E+5 8.2779042E-6
9.3305466E+4 7.8703316E-6
8.3769261E+4 7.5373472E-6
7.5207695E+4 7.2275056E-6
6.7521156E+4 6.9789399E-6
6.0620214E+4 6.8002656E-6
5.4424577E+4 6.6219642E-6
4.8862159E+4 6.5319189E-6
4.3868244E+4 6.5167111E-6
3.9384728E+4 6.4693496E-6
3.5359445E+4 6.5202987E-6
3.1745563E+4 6.7117200E-6
2.8501035E+4 6.8496134E-6
2.5588111E+4 7.0816217E-6
2.2972900E+4 7.3520154E-6
2.0624974E+4 7.6803842E-6
1.8517016E+4 8.0973882E-6
1.6624501E+4 8.5620100E-6
1.4925408E+4 9.1534070E-6
1.3399969E+4 9.7414183E-6
1.2030437E+4 1.0462011E-5
1.0800876E+4 1.1463808E-5
9.6969820E+3 1.2395166E-5
8.7059100E+3 1.3489008E-5
7.8161300E+3 1.4579372E-5
7.0172890E+3 1.6181314E-5
6.3000930E+3 1.7875230E-5
5.6561970E+3 1.9538848E-5
5.0781110E+3 2.1618372E-5
4.5591070E+3 2.3424541E-5
4.0931470E+3 2.6145540E-5
3.6748100E+3 2.9132017E-5
3.2992300E+3 3.2267468E-5
2.9620350E+3 3.5346527E-5
2.6593020E+3 3.9434003E-5
2.3875110E+3 4.3815215E-5
2.1434970E+3 4.8571544E-5
1.9244230E+3 5.4519640E-5
1.7277390E+3 5.9701878E-5
1.5511570E+3 6.7170852E-5
1.3926220E+3 7.4437872E-5
1.2502900E+3 8.2928001E-5
1.1225050E+3 9.4006797E-5
1.0077810E+3 1.0120321E-4
9.0478100E+2 1.1189680E-4
8.1230900E+2 1.2682256E-4
7.2928800E+2 1.3967210E-4
6.5475100E+2 1.5698349E-4
5.8783300E+2 1.7514794E-4
5.2775400E+2 1.9304590E-4
4.7381500E+2 2.1510333E-4
4.2539000E+2 2.3717552E-4
3.8191300E+2 2.6245040E-4
3.4288000E+2 2.9131646E-4
3.0783600E+2 3.3022616E-4
2.7637400E+2 3.6624717E-4
2.4812700E+2 4.0730237E-4
2.2276800E+2 4.6372167E-4
2.0000000E+2 5.0477744E-4
