N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 335 2.100E-4 1.047009650E+00 1.085556663E+00
1.468000E+10 1.000E+17 335 2.100E-4 1.055555121E+00 1.086745024E+00
2.154000E+10 1.000E+17 335 2.100E-4 1.063960479E+00 1.088421282E+00
3.162000E+10 1.000E+17 335 2.100E-4 1.072063012E+00 1.090746173E+00
4.642000E+10 1.000E+17 335 2.100E-4 1.079919985E+00 1.093897398E+00
6.813000E+10 1.000E+17 335 2.100E-4 1.087742429E+00 1.098039865E+00
1.000000E+11 1.000E+17 335 2.100E-4 1.095776045E+00 1.103277114E+00
1.468000E+11 1.000E+17 335 2.100E-4 1.104177432E+00 1.109593178E+00
2.154000E+11 1.000E+17 335 2.100E-4 1.112932925E+00 1.116812670E+00
3.162000E+11 1.000E+17 335 2.100E-4 1.121855324E+00 1.124614499E+00
4.642000E+11 1.000E+17 335 2.100E-4 1.130657731E+00 1.132606901E+00
6.813000E+11 1.000E+17 335 2.100E-4 1.139058286E+00 1.140427396E+00
1.000000E+12 1.000E+17 335 2.100E-4 1.146853661E+00 1.147810715E+00
1.468000E+12 1.000E+17 335 2.100E-4 1.153934573E+00 1.154600884E+00
2.154000E+12 1.000E+17 335 2.100E-4 1.160264465E+00 1.160726567E+00
3.162000E+12 1.000E+17 335 2.100E-4 1.165851603E+00 1.166170878E+00
4.642000E+12 1.000E+17 335 2.100E-4 1.170774544E+00 1.171163879E+00
6.813000E+12 1.000E+17 335 2.100E-4 1.175200663E+00 1.175472332E+00
1.000000E+13 1.000E+17 335 2.100E-4 1.179145281E+00 1.179308605E+00
