N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 3.590001500E-02 3.688750300E-02 3.755104000E-02 3.814746800E-02
1.016672606E+01 3.700577400E-02 3.790498200E-02 3.848364500E-02 3.900108000E-02
1.033324570E+01 3.814505800E-02 3.890683100E-02 3.936062700E-02 3.976448500E-02
1.049996187E+01 3.922217200E-02 3.980971700E-02 4.010959800E-02 4.037453800E-02
1.066670514E+01 4.015024100E-02 4.054314100E-02 4.067236100E-02 4.078272700E-02
1.083333839E+01 4.087249800E-02 4.106430700E-02 4.101603600E-02 4.096446100E-02
1.100000000E+01 4.136500400E-02 4.135799300E-02 4.113263100E-02 4.091209200E-02
1.116672606E+01 4.162798000E-02 4.142980400E-02 4.103560100E-02 4.066666200E-02
1.133324570E+01 4.167615800E-02 4.130145900E-02 4.075927400E-02 4.027052700E-02
1.149996187E+01 4.153459800E-02 4.101154700E-02 4.036142900E-02 3.980040600E-02
1.166670514E+01 4.123455100E-02 4.061938500E-02 3.992345500E-02 3.936968200E-02
1.183333839E+01 4.084528600E-02 4.020574100E-02 3.954185800E-02 3.906885500E-02
1.200000000E+01 4.043812400E-02 3.986416200E-02 3.930892000E-02 3.895605500E-02
1.216672606E+01 4.010357000E-02 3.968111100E-02 3.928769300E-02 3.910196600E-02
1.233324570E+01 3.992429200E-02 3.970742800E-02 3.949186800E-02 3.943977600E-02
1.249996187E+01 3.995685900E-02 3.995118900E-02 3.988230800E-02 3.993093300E-02
1.266670514E+01 4.018131900E-02 4.035764000E-02 4.039700800E-02 4.048221800E-02
1.283333839E+01 4.055702400E-02 4.084560100E-02 4.094006500E-02 4.104178900E-02
1.300000000E+01 4.099113800E-02 4.133230400E-02 4.144574700E-02 4.155288700E-02
