Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.096245934E+00 1.095890253E+0 3.556810000E-04 1.096245934E+00 1.095890253E+0 3.556810000E-04
1.468000015E+10 1.096657587E+00 1.098014684E+0 -1.357097000E-03 1.096657587E+00 1.098014684E+0 -1.357097000E-03
2.154000005E+10 1.097189633E+00 1.100147826E+0 -2.958193000E-03 1.097189633E+00 1.100147826E+0 -2.958193000E-03
3.162000032E+10 1.097960106E+00 1.102294714E+0 -4.334608000E-03 1.097960106E+00 1.102294714E+0 -4.334608000E-03
4.642000041E+10 1.099073754E+00 1.104453071E+0 -5.379317000E-03 1.099073754E+00 1.104453071E+0 -5.379317000E-03
6.813000017E+10 1.100312508E+00 1.106620993E+0 -6.308485000E-03 1.100312508E+00 1.106620993E+0 -6.308485000E-03
1.000000000E+11 1.101335901E+00 1.108800161E+0 -7.464260000E-03 1.101335901E+00 1.108800161E+0 -7.464260000E-03
1.468000015E+11 1.102756111E+00 1.110990942E+0 -8.234831000E-03 1.102756111E+00 1.110990942E+0 -8.234831000E-03
2.154000005E+11 1.104777162E+00 1.113189656E+0 -8.412494000E-03 1.104777162E+00 1.113189656E+0 -8.412494000E-03
3.162000032E+11 1.105290730E+00 1.115401516E+0 -1.011078600E-02 1.105290730E+00 1.115401516E+0 -1.011078600E-02
4.642000041E+11 1.105865151E+00 1.117624192E+0 -1.175904100E-02 1.105865151E+00 1.117624192E+0 -1.175904100E-02
6.813000017E+11 1.107851593E+00 1.119855747E+0 -1.200415400E-02 1.107851593E+00 1.119855747E+0 -1.200415400E-02
1.000000000E+12 1.116178931E+00 1.122097929E+0 -5.918998000E-03 1.116178931E+00 1.122097929E+0 -5.918998000E-03
1.468000015E+12 1.123450762E+00 1.124351134E+0 -9.003720000E-04 1.123450762E+00 1.124351134E+0 -9.003720000E-04
2.154000005E+12 1.125380650E+00 1.126611596E+0 -1.230946000E-03 1.125380650E+00 1.126611596E+0 -1.230946000E-03
3.162000032E+12 1.131725866E+00 1.128884692E+0 2.841174000E-03 1.131725866E+00 1.128884692E+0 2.841174000E-03
4.642000041E+12 1.137625192E+00 1.131168042E+0 6.457150000E-03 1.137625192E+00 1.131168042E+0 6.457150000E-03
6.813000017E+12 1.142318152E+00 1.133459672E+0 8.858480000E-03 1.142318152E+00 1.133459672E+0 8.858480000E-03
1.000000000E+13 1.143009556E+00 1.135761394E+0 7.248162000E-03 1.143009556E+00 1.135761394E+0 7.248162000E-03
