fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0UL1 9:48 297.6 38.96 1.000E+000 2.712E+000 9.746E-011 2.352E+003 3.290E+000 1.947E-005 1.730E-004 1.574E-001 1.727E-004 8.765E-006 3.225E-001 8.960E-002 9.771E-005 3.462E-003 
0UL2 10:12 300.5 38.58 1.000E+000 2.725E+000 1.607E-010 2.287E+003 3.214E+000 2.050E-005 1.740E-004 1.524E-001 1.737E-004 8.519E-006 3.217E-001 8.670E-002 9.815E-005 1.206E-002 
0UL3 10:30 303.2 38.24 1.000E+000 2.384E+000 2.530E-010 2.227E+003 3.172E+000 2.186E-005 1.757E-004 1.485E-001 1.754E-004 8.351E-006 3.207E-001 8.430E-002 9.895E-005 1.939E-003 
0UL4 10:56 306.3 37.85 1.000E+000 2.790E+000 4.283E-010 2.158E+003 3.110E+000 2.345E-005 1.767E-004 1.431E-001 1.764E-004 8.055E-006 3.192E-001 8.100E-002 9.932E-005 8.634E-004 
0UL5 11:13 309.3 37.49 1.000E+000 2.399E+000 6.283E-010 2.091E+003 3.045E+000 2.476E-005 1.749E-004 1.371E-001 1.745E-004 7.592E-006 3.172E-001 7.740E-002 9.796E-005 1.041E-003 
0UL6 11:36 312.2 37.14 1.000E+000 2.324E+000 1.011E-009 2.026E+003 2.993E+000 2.660E-005 1.756E-004 1.321E-001 1.753E-004 7.310E-006 3.157E-001 7.440E-002 9.811E-005 1.182E-003 
0UL7 11:51 315 36.81 1.000E+000 2.320E+000 1.467E-009 1.964E+003 2.935E+000 2.826E-005 1.767E-004 1.275E-001 1.763E-004 7.074E-006 3.146E-001 7.160E-002 9.867E-005 2.350E-003 
0UL8 12:20 318.7 36.38 1.000E+000 2.560E+000 2.423E-009 1.881E+003 2.873E+000 3.108E-005 1.785E-004 1.215E-001 1.780E-004 6.765E-006 3.127E-001 6.810E-002 9.919E-005 2.896E-003 
0UL9 12:36 321.5 36.06 1.000E+000 2.068E+000 3.678E-009 1.819E+003 2.841E+000 3.427E-005 1.774E-004 1.153E-001 1.771E-004 6.332E-006 3.102E-001 6.430E-002 9.832E-005 1.109E-003 
UL10 12:56 324.4 35.74 1.000E+000 2.315E+000 5.546E-009 1.754E+003 2.798E+000 3.725E-005 1.780E-004 1.102E-001 1.776E-004 6.032E-006 3.083E-001 6.120E-002 9.840E-005 1.875E-003 
UL11 13:13 327.5 35.4 1.000E+000 2.510E+000 8.573E-009 1.685E+003 2.750E+000 4.089E-005 1.808E-004 1.054E-001 1.803E-004 5.830E-006 3.068E-001 5.840E-002 9.966E-005 9.389E-004 
UL12 14:1 330.4 35.09 1.000E+000 2.924E+000 1.202E-008 1.620E+003 2.716E+000 4.488E-005 1.798E-004 9.970E-002 1.791E-004 5.433E-006 3.042E-001 5.500E-002 9.860E-005 8.860E-003 
UL13 14:18 332.7 34.85 1.000E+000 2.838E+000 1.727E-008 1.569E+003 2.708E+000 4.937E-005 1.798E-004 9.520E-002 1.792E-004 5.151E-006 3.019E-001 5.230E-002 9.829E-005 9.058E-004 
