T d154 d184 d214 d244
d 150 180 210 240
290 1.250808896E+00 1.250294305E+00 1.250689618E+00 1.250608364E+00
295 1.252807661E+00 1.252184674E+00 1.252477987E+00 1.252997996E+00
300 1.255312219E+00 1.254768551E+00 1.254814766E+00 1.254920937E+00
305 1.257759712E+00 1.257442028E+00 1.257096306E+00 1.257287349E+00
310 1.260588637E+00 1.260297729E+00 1.259878458E+00 1.259836435E+00
315 1.263222284E+00 1.262898311E+00 1.262525887E+00 1.262330674E+00
320 1.264970273E+00 1.264586150E+00 1.264181350E+00 1.263930777E+00
325 1.266456823E+00 1.265945429E+00 1.265683892E+00 1.265179960E+00
330 1.267040452E+00 1.266512769E+00 1.266107881E+00 1.265747586E+00
335 1.265994356E+00 1.265301832E+00 1.264726276E+00 1.264304849E+00
340 1.264466947E+00 1.263446902E+00 1.262730844E+00 1.262244721E+00
