Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.117222618E+00 1.166167382E+00 -4.894476400E-02 1.112057131E+00 1.153389070E+00 -4.133193900E-02
1.468000E+10 1.117258455E+00 1.166208279E+00 -4.894982400E-02 1.113686515E+00 1.157268590E+00 -4.358207500E-02
2.154000E+10 1.117310923E+00 1.166269095E+00 -4.895817200E-02 1.114851427E+00 1.160060217E+00 -4.520879000E-02
3.162000E+10 1.117397883E+00 1.166357848E+00 -4.895996500E-02 1.115698037E+00 1.162066172E+00 -4.636813500E-02
4.642000E+10 1.117927403E+00 1.166485948E+00 -4.855854500E-02 1.116441334E+00 1.163528060E+00 -4.708672600E-02
6.813000E+10 1.119081470E+00 1.166673544E+00 -4.759207400E-02 1.118046144E+00 1.164637412E+00 -4.659126800E-02
1.000000E+11 1.120706273E+00 1.166941807E+00 -4.623553400E-02 1.119980555E+00 1.165540080E+00 -4.555952500E-02
1.468000E+11 1.123082007E+00 1.167326147E+00 -4.424414000E-02 1.122481962E+00 1.166359727E+00 -4.387776500E-02
2.154000E+11 1.127683397E+00 1.167867442E+00 -4.018404500E-02 1.127323912E+00 1.167199279E+00 -3.987536700E-02
3.162000E+11 1.131302995E+00 1.168619668E+00 -3.731667300E-02 1.131043453E+00 1.168155582E+00 -3.711212900E-02
4.642000E+11 1.138830451E+00 1.169641474E+00 -3.081102300E-02 1.138623821E+00 1.169317254E+00 -3.069343300E-02
6.813000E+11 1.141881775E+00 1.170987893E+00 -2.910611800E-02 1.141779963E+00 1.170759594E+00 -2.897963100E-02
1.000000E+12 1.143648880E+00 1.172415947E+00 -2.876706700E-02 1.143503610E+00 1.172179808E+00 -2.867619800E-02
1.468000E+12 1.151722397E+00 1.173795268E+00 -2.207287100E-02 1.151651997E+00 1.173614306E+00 -2.196230900E-02
2.154000E+12 1.162274621E+00 1.175778883E+00 -1.350426200E-02 1.162205827E+00 1.175637198E+00 -1.343137100E-02
3.162000E+12 1.164417012E+00 1.177253612E+00 -1.283660000E-02 1.164383687E+00 1.177142758E+00 -1.275907100E-02
4.642000E+12 1.167827643E+00 1.178973437E+00 -1.114579400E-02 1.167779220E+00 1.178885252E+00 -1.110603200E-02
6.813000E+12 1.175326639E+00 1.180641225E+00 -5.314586000E-03 1.175247613E+00 1.180570847E+00 -5.323234000E-03
1.000000E+13 1.180668566E+00 1.182449824E+00 -1.781258000E-03 1.180654150E+00 1.182393307E+00 -1.739157000E-03
