N x
1.8265840E+0 8.7124595E+20
1.8112702E+0 8.7205914E+20
1.7958546E+0 8.5628592E+20
1.7797005E+0 8.5279438E+20
1.7638776E+0 8.7729033E+20
1.7483370E+0 8.6833066E+20
1.7318981E+0 8.4464662E+20
1.7151544E+0 8.4711280E+20
1.6984928E+0 8.5282279E+20
1.6816446E+0 8.6168388E+20
1.6649991E+0 8.7760313E+20
1.6484285E+0 8.6390949E+20
1.6309068E+0 8.5487073E+20
1.6136180E+0 8.4314170E+20
1.5952191E+0 8.6144973E+20
1.5783146E+0 8.6713810E+20
1.5597362E+0 8.4008728E+20
1.5412740E+0 8.5537618E+20
1.5229217E+0 8.5505445E+20
1.5039935E+0 8.5687861E+20
1.4852621E+0 8.6550430E+20
1.4662327E+0 8.5972819E+20
1.4467521E+0 8.5152255E+20
1.4268281E+0 8.4394320E+20
1.4064380E+0 8.4595873E+20
1.3860335E+0 8.5968984E+20
1.3657054E+0 8.5829833E+20
1.3446148E+0 8.5019749E+20
1.3232436E+0 8.4863627E+20
1.3013844E+0 8.3952661E+20
1.2788060E+0 8.3296168E+20
1.2558110E+0 8.3668367E+20
1.2326083E+0 8.4423985E+20
1.2091642E+0 8.4117172E+20
1.1848715E+0 8.4521927E+20
1.1607015E+0 8.3813028E+20
1.1349445E+0 8.3480206E+20
1.1094795E+0 8.4094001E+20
1.0828964E+0 8.3754604E+20
1.0559558E+0 8.4201867E+20
1.0282889E+0 8.4170892E+20
