N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -5.060954000E-03 -4.320833000E-03 -4.308950000E-03 -5.708967000E-03
1.600000000E+01 3.092365100E-02 3.100257000E-02 3.061559500E-02 3.038492500E-02
1.700000000E+01 6.799802400E-02 6.786229000E-02 6.687147600E-02 6.742283800E-02
1.549996187E+01 2.230985600E-02 2.142086000E-02 2.220907000E-02 2.198277200E-02
1.649996187E+01 5.284451200E-02 5.276104000E-02 5.291691800E-02 5.309252100E-02
1.674996808E+01 6.256564200E-02 6.142800600E-02 6.214228200E-02 6.242282900E-02
1.624993176E+01 4.041882500E-02 4.061219800E-02 4.079188800E-02 4.091520400E-02
1.574996808E+01 2.617491200E-02 2.622613800E-02 2.558079800E-02 2.607121800E-02
1.524993176E+01 1.295788800E-02 1.304158500E-02 1.340284000E-02 1.341723400E-02
