fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 6:51 293.4 39.52 1.000E+000 2.371E+000 8.950E-012 2.100E+004 2.916E+000 6.252E-006 1.684E-004 2.407E-001 1.683E-004 1.797E-005 4.437E-001 1.555E-001 1.155E-004 1.575E-002 
00L2 7:11 296.2 39.14 1.000E+000 2.574E+000 1.724E-011 1.918E+004 2.947E+000 7.603E-006 1.721E-004 2.328E-001 1.720E-004 1.739E-005 4.341E-001 1.489E-001 1.167E-004 5.131E-003 
00L3 7:28 299.5 38.71 1.000E+000 2.596E+000 2.931E-011 1.715E+004 2.913E+000 8.603E-006 1.713E-004 2.231E-001 1.712E-004 1.627E-005 4.261E-001 1.417E-001 1.148E-004 1.867E-003 
00L4 7:44 302.4 38.34 1.000E+000 2.615E+000 4.609E-011 1.547E+004 2.873E+000 9.386E-006 1.728E-004 2.161E-001 1.727E-004 1.570E-005 4.207E-001 1.366E-001 1.148E-004 3.733E-003 
00L5 8:4 305.4 37.96 1.000E+000 2.628E+000 7.379E-011 1.384E+004 2.854E+000 1.064E-005 1.720E-004 2.071E-001 1.719E-004 1.469E-005 4.125E-001 1.298E-001 1.131E-004 5.285E-003 
00L6 8:24 308.3 37.61 1.000E+000 2.751E+000 1.202E-010 1.237E+004 2.857E+000 1.242E-005 1.738E-004 1.988E-001 1.737E-004 1.394E-005 4.037E-001 1.236E-001 1.127E-004 9.550E-004 
00L7 8:42 311.1 37.27 1.000E+000 3.080E+000 1.862E-010 1.105E+004 2.851E+000 1.425E-005 1.739E-004 1.900E-001 1.738E-004 1.304E-005 3.950E-001 1.170E-001 1.114E-004 3.926E-003 
00L8 9:0 313.5 36.98 1.000E+000 3.246E+000 2.878E-010 9.986E+003 2.847E+000 1.589E-005 1.775E-004 1.845E-001 1.773E-004 1.274E-005 3.893E-001 1.130E-001 1.126E-004 8.360E-004 
00L9 9:17 316 36.69 1.000E+000 3.166E+000 4.027E-010 8.953E+003 2.837E+000 1.767E-005 1.754E-004 1.764E-001 1.752E-004 1.179E-005 3.815E-001 1.072E-001 1.099E-004 7.369E-004 
0L10 9:37 318.6 36.39 1.000E+000 3.229E+000 6.271E-010 7.958E+003 2.833E+000 1.993E-005 1.766E-004 1.691E-001 1.764E-004 1.116E-005 3.742E-001 1.019E-001 1.094E-004 7.840E-004 
0L11 9:53 321.5 36.06 1.000E+000 3.062E+000 8.923E-010 6.944E+003 2.804E+000 2.202E-005 1.766E-004 1.612E-001 1.764E-004 1.044E-005 3.671E-001 9.640E-002 1.082E-004 1.086E-003 
0L12 10:14 323.6 35.83 1.000E+000 3.119E+000 1.189E-009 6.272E+003 2.800E+000 2.415E-005 1.772E-004 1.554E-001 1.770E-004 9.927E-006 3.611E-001 9.220E-002 1.076E-004 1.513E-003 
0L13 10:36 325.8 35.59 1.000E+000 3.150E+000 1.661E-009 5.624E+003 2.797E+000 2.671E-005 1.757E-004 1.481E-001 1.754E-004 9.197E-006 3.540E-001 8.720E-002 1.053E-004 1.008E-003 
0L14 10:57 328.1 35.34 1.000E+000 3.446E+000 2.244E-009 5.009E+003 2.794E+000 2.954E-005 1.801E-004 1.432E-001 1.797E-004 8.978E-006 3.489E-001 8.380E-002 1.070E-004 6.973E-004 
0L15 11:19 331.7 34.95 1.000E+000 3.480E+000 3.607E-009 4.173E+003 2.776E+000 3.396E-005 1.777E-004 1.323E-001 1.773E-004 7.944E-006 3.387E-001 7.640E-002 1.038E-004 7.212E-004 
