N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -2.478040000E-04 3.736560000E-04 6.774930000E-04 6.800680000E-04
1.600000000E+01 3.382738000E-02 3.320113800E-02 3.263648500E-02 3.142988700E-02
1.700000000E+01 7.587740900E-02 7.249582900E-02 6.886752000E-02 6.768182300E-02
1.549996187E+01 2.212487100E-02 2.140001700E-02 2.250879600E-02 2.281059700E-02
1.649996187E+01 6.055432200E-02 5.815856500E-02 5.669097600E-02 5.515179000E-02
1.674996808E+01 7.083256800E-02 6.650295400E-02 6.490392000E-02 6.344039000E-02
1.624993176E+01 4.614727600E-02 4.508392300E-02 4.386400400E-02 4.287215700E-02
1.574996808E+01 2.669638900E-02 2.664411400E-02 2.592801200E-02 2.632803300E-02
1.524993176E+01 1.352640400E-02 1.357390300E-02 1.418623600E-02 1.453607100E-02
