N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 5.456560000E-04 1.508639000E-03 2.185201000E-03 2.521091000E-03
1.600000000E+01 3.361373800E-02 3.294614400E-02 3.235134900E-02 3.113782100E-02
1.700000000E+01 7.399689900E-02 7.090797400E-02 6.761641900E-02 6.674863200E-02
1.549996187E+01 2.224096900E-02 2.157354600E-02 2.271638000E-02 2.304567600E-02
1.649996187E+01 5.957333900E-02 5.715951100E-02 5.574508500E-02 5.431154400E-02
1.674996808E+01 6.933385700E-02 6.512587700E-02 6.373509500E-02 6.249184500E-02
1.624993176E+01 4.561948500E-02 4.449818400E-02 4.325873700E-02 4.226804500E-02
1.574996808E+01 2.664950800E-02 2.663032200E-02 2.591333800E-02 2.631525900E-02
1.524993176E+01 1.382524200E-02 1.399803100E-02 1.473710300E-02 1.520908500E-02
