N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 290 2.100E-4 1.221952080E+00 1.226408838E+00
1.468000E+10 3.162E+15 290 2.100E-4 1.223567500E+00 1.226451086E+00
2.154000E+10 3.162E+15 290 2.100E-4 1.224461976E+00 1.226512935E+00
3.162000E+10 3.162E+15 290 2.100E-4 1.225155393E+00 1.226603412E+00
4.642000E+10 3.162E+15 290 2.100E-4 1.225717429E+00 1.226735508E+00
6.813000E+10 3.162E+15 290 2.100E-4 1.226214323E+00 1.226929270E+00
1.000000E+11 3.162E+15 290 2.100E-4 1.226705160E+00 1.227208060E+00
1.468000E+11 3.162E+15 290 2.100E-4 1.227254015E+00 1.227609413E+00
2.154000E+11 3.162E+15 290 2.100E-4 1.227928991E+00 1.228182171E+00
3.162000E+11 3.162E+15 290 2.100E-4 1.228808197E+00 1.228989746E+00
4.642000E+11 3.162E+15 290 2.100E-4 1.229976689E+00 1.230109761E+00
6.813000E+11 3.162E+15 290 2.100E-4 1.231530703E+00 1.231630303E+00
1.000000E+12 3.162E+15 290 2.100E-4 1.233563169E+00 1.233639604E+00
1.468000E+12 3.162E+15 290 2.100E-4 1.236144382E+00 1.236204467E+00
2.154000E+12 3.162E+15 290 2.100E-4 1.239323169E+00 1.239371819E+00
3.162000E+12 3.162E+15 290 2.100E-4 1.243121518E+00 1.243161416E+00
4.642000E+12 3.162E+15 290 2.100E-4 1.247432354E+00 1.247465880E+00
6.813000E+12 3.162E+15 290 2.100E-4 1.252160491E+00 1.252189035E+00
1.000000E+13 3.162E+15 290 2.100E-4 1.257216550E+00 1.257240869E+00
