N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.025907553E+00 1.024942401E+00 1.024226217E+00 1.023667106E+00
1.600000000E+01 1.232006053E+00 1.224590422E+00 1.217582762E+00 1.211658962E+00
1.700000000E+01 1.233166291E+00 1.224239743E+00 1.216821033E+00 1.210805978E+00
1.549996187E+01 1.117740751E+00 1.098278332E+00 1.081045274E+00 1.065250597E+00
1.649996187E+01 1.235415620E+00 1.227016857E+00 1.219372278E+00 1.212600960E+00
1.674996808E+01 1.233308753E+00 1.224288364E+00 1.216377124E+00 1.209617120E+00
1.624993176E+01 1.236704723E+00 1.228951498E+00 1.221868811E+00 1.215188963E+00
1.574996808E+01 1.212277833E+00 1.199151539E+00 1.191148456E+00 1.183550570E+00
1.524993176E+01 1.012588171E+00 1.011508029E+00 1.010723796E+00 1.010122918E+00
