N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016601897E+00 1.015148788E+00 1.014092246E+00 1.013280363E+00
1.600000000E+01 1.234194051E+00 1.228795258E+00 1.223755347E+00 1.219539367E+00
1.700000000E+01 1.241800556E+00 1.235093199E+00 1.229339274E+00 1.224646093E+00
1.549996187E+01 1.199944463E+00 1.192319359E+00 1.185526477E+00 1.178915064E+00
1.649996187E+01 1.235833921E+00 1.229301222E+00 1.223314389E+00 1.218111286E+00
1.674996808E+01 1.236283143E+00 1.229410687E+00 1.223162885E+00 1.217778350E+00
1.624993176E+01 1.237168833E+00 1.231256641E+00 1.225878633E+00 1.221054179E+00
1.574996808E+01 1.224197811E+00 1.218859432E+00 1.214053041E+00 1.209652235E+00
1.524993176E+01 1.110499351E+00 1.092427307E+00 1.075587161E+00 1.060000053E+00
