N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.111747344E+00 1.095392780E+00 1.079910082E+00 1.065443867E+00
1.600000000E+01 1.231054074E+00 1.226859444E+00 1.223264413E+00 1.220072041E+00
1.700000000E+01 1.244653558E+00 1.239579511E+00 1.235246374E+00 1.231834752E+00
1.549996187E+01 1.213793705E+00 1.209773081E+00 1.206310058E+00 1.202772388E+00
1.649996187E+01 1.233984379E+00 1.229057173E+00 1.224550000E+00 1.220904637E+00
1.674996808E+01 1.236847399E+00 1.231687284E+00 1.226874273E+00 1.223205094E+00
1.624993176E+01 1.233688518E+00 1.229079314E+00 1.225131670E+00 1.221558051E+00
1.574996808E+01 1.223936629E+00 1.219832956E+00 1.216834349E+00 1.213837112E+00
1.524993176E+01 1.192560607E+00 1.186698730E+00 1.180878628E+00 1.175259247E+00
