f G/w
1.0000000E+6 8.8126745E-6
8.9779585E+5 9.4488269E-6
8.0603739E+5 1.0076296E-5
7.2365703E+5 1.0642679E-5
6.4969628E+5 1.1229860E-5
5.8329463E+5 1.1886025E-5
5.2367949E+5 1.2546424E-5
4.7015728E+5 1.3211234E-5
4.2210526E+5 1.3938170E-5
3.7896435E+5 1.4679143E-5
3.4023262E+5 1.5412921E-5
3.0545943E+5 1.6264617E-5
2.7424021E+5 1.7125445E-5
2.4621173E+5 1.8004236E-5
2.2104787E+5 1.8984777E-5
1.9845586E+5 2.0002380E-5
1.7817285E+5 2.1044546E-5
1.5996284E+5 2.2189142E-5
1.4361398E+5 2.3399434E-5
1.2893603E+5 2.4587032E-5
1.1575824E+5 2.5934566E-5
1.0392726E+5 2.7329321E-5
9.3305466E+4 2.8630670E-5
8.3769261E+4 3.0198604E-5
7.5207695E+4 3.1532168E-5
6.7521156E+4 3.3080761E-5
6.0620214E+4 3.4482866E-5
5.4424577E+4 3.5884995E-5
4.8862159E+4 3.7339718E-5
4.3868244E+4 3.8643672E-5
3.9384728E+4 3.9657520E-5
3.5359445E+4 4.0821803E-5
3.1745563E+4 4.1864185E-5
2.8501035E+4 4.2605813E-5
2.5588111E+4 4.3209773E-5
2.2972900E+4 4.3720016E-5
2.0624974E+4 4.3724644E-5
1.8517016E+4 4.4148261E-5
1.6624501E+4 4.4589719E-5
1.4925408E+4 4.4544631E-5
1.3399969E+4 4.3933068E-5
1.2030437E+4 4.4934686E-5
1.0800876E+4 4.4829918E-5
9.6969820E+3 4.4476588E-5
8.7059100E+3 4.4422835E-5
7.8161300E+3 4.4883644E-5
7.0172890E+3 4.4610841E-5
6.3000930E+3 4.5325648E-5
5.6561970E+3 4.5673227E-5
5.0781110E+3 4.6524171E-5
4.5591070E+3 4.6919177E-5
4.0931470E+3 4.8102926E-5
3.6748100E+3 4.9595870E-5
3.2992300E+3 5.1700605E-5
2.9620350E+3 5.3274664E-5
2.6593020E+3 5.5937564E-5
2.3875110E+3 5.6931174E-5
2.1434970E+3 5.9985035E-5
1.9244230E+3 6.5223378E-5
1.7277390E+3 6.7785868E-5
1.5511570E+3 7.2660404E-5
1.3926220E+3 7.5848893E-5
1.2502900E+3 8.2117773E-5
1.1225050E+3 8.7116640E-5
1.0077810E+3 9.5074858E-5
9.0478100E+2 1.0196786E-4
8.1230900E+2 1.1196062E-4
7.2928800E+2 1.2023977E-4
6.5475100E+2 1.3296612E-4
5.8783300E+2 1.3990541E-4
5.2775400E+2 1.5182591E-4
4.7381500E+2 1.6878728E-4
4.2539000E+2 1.8164942E-4
3.8191300E+2 2.0010352E-4
3.4288000E+2 2.2193819E-4
3.0783600E+2 2.3695125E-4
2.7637400E+2 2.5497068E-4
2.4812700E+2 2.8951801E-4
2.2276800E+2 3.0486455E-4
2.0000000E+2 3.5136195E-4
