N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.200941389E+00 1.199414620E+00 1.197925462E+00 1.196734330E+00
1.600000000E+01 1.254293005E+00 1.251981692E+00 1.250115597E+00 1.247581600E+00
1.700000000E+01 1.327206107E+00 1.324143477E+00 1.321711332E+00 1.321144094E+00
1.549996187E+01 1.229822611E+00 1.226552888E+00 1.225356662E+00 1.224274369E+00
1.649996187E+01 1.285108226E+00 1.282300935E+00 1.280663248E+00 1.279376652E+00
1.674996808E+01 1.304636405E+00 1.300795677E+00 1.299612734E+00 1.298551066E+00
1.624993176E+01 1.268391485E+00 1.266162543E+00 1.264394233E+00 1.262738247E+00
1.574996808E+01 1.241638517E+00 1.239401730E+00 1.236536901E+00 1.235630323E+00
1.524993176E+01 1.217809125E+00 1.215143513E+00 1.213609437E+00 1.212506850E+00
