N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.171459514E+00 1.169263406E+00 1.167884857E+00 1.166084789E+00
1.600000000E+01 1.256292681E+00 1.254350052E+00 1.252931003E+00 1.250734618E+00
1.700000000E+01 1.325806310E+00 1.323050531E+00 1.320528733E+00 1.320141507E+00
1.549996187E+01 1.229934210E+00 1.226987949E+00 1.226217500E+00 1.224999742E+00
1.649996187E+01 1.285894862E+00 1.283254617E+00 1.282057721E+00 1.280968033E+00
1.674996808E+01 1.304545720E+00 1.300631846E+00 1.299788234E+00 1.298992445E+00
1.624993176E+01 1.269795779E+00 1.267950503E+00 1.266485709E+00 1.265483230E+00
1.574996808E+01 1.243474620E+00 1.241517556E+00 1.239212847E+00 1.238346772E+00
1.524993176E+01 1.210994967E+00 1.208666679E+00 1.207416649E+00 1.206368802E+00
