N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.022797408E+00 1.020775953E+00 1.019054227E+00 1.017587986E+00
1.600000000E+01 1.259237067E+00 1.256429645E+00 1.254210602E+00 1.252641164E+00
1.700000000E+01 1.338442589E+00 1.336882791E+00 1.334616204E+00 1.333899448E+00
1.549996187E+01 1.132416726E+00 1.126828098E+00 1.126356535E+00 1.127301294E+00
1.649996187E+01 1.298370367E+00 1.297090528E+00 1.295366923E+00 1.294418235E+00
1.674996808E+01 1.318209762E+00 1.315236783E+00 1.314104822E+00 1.313168570E+00
1.624993176E+01 1.280859421E+00 1.278643864E+00 1.276781149E+00 1.275329108E+00
1.574996808E+01 1.221765534E+00 1.218104140E+00 1.215959326E+00 1.215521298E+00
1.524993176E+01 1.014346030E+00 1.012965165E+00 1.011920158E+00 1.011108991E+00
