N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 300 2.400E-4 1.223304924E+00 1.228208758E+00
1.468000E+10 3.162E+15 300 2.400E-4 1.226030615E+00 1.228248260E+00
2.154000E+10 3.162E+15 300 2.400E-4 1.226670924E+00 1.228303814E+00
3.162000E+10 3.162E+15 300 2.400E-4 1.227206250E+00 1.228401074E+00
4.642000E+10 3.162E+15 300 2.400E-4 1.227663284E+00 1.228535154E+00
6.813000E+10 3.162E+15 300 2.400E-4 1.228102477E+00 1.228731698E+00
1.000000E+11 3.162E+15 300 2.400E-4 1.228563763E+00 1.229017569E+00
1.468000E+11 3.162E+15 300 2.400E-4 1.229100900E+00 1.229428542E+00
2.154000E+11 3.162E+15 300 2.400E-4 1.229773617E+00 1.230010921E+00
3.162000E+11 3.162E+15 300 2.400E-4 1.230648582E+00 1.230821449E+00
4.642000E+11 3.162E+15 300 2.400E-4 1.231797393E+00 1.231924481E+00
6.813000E+11 3.162E+15 300 2.400E-4 1.233290674E+00 1.233385357E+00
1.000000E+12 3.162E+15 300 2.400E-4 1.235199612E+00 1.235271403E+00
1.468000E+12 3.162E+15 300 2.400E-4 1.237520669E+00 1.237576301E+00
2.154000E+12 3.162E+15 300 2.400E-4 1.240406148E+00 1.240448390E+00
3.162000E+12 3.162E+15 300 2.400E-4 1.243709355E+00 1.243741777E+00
4.642000E+12 3.162E+15 300 2.400E-4 1.247320175E+00 1.247347148E+00
6.813000E+12 3.162E+15 300 2.400E-4 1.251255522E+00 1.251278490E+00
1.000000E+13 3.162E+15 300 2.400E-4 1.255466252E+00 1.255486018E+00
