N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 300 2.400E-4 1.211586833E+00 1.216731474E+00
1.468000E+10 3.162E+15 300 2.400E-4 1.213309640E+00 1.216865447E+00
2.154000E+10 3.162E+15 300 2.400E-4 1.214608610E+00 1.217058976E+00
3.162000E+10 3.162E+15 300 2.400E-4 1.215650948E+00 1.217336602E+00
4.642000E+10 3.162E+15 300 2.400E-4 1.216571931E+00 1.217730894E+00
6.813000E+10 3.162E+15 300 2.400E-4 1.217485700E+00 1.218283117E+00
1.000000E+11 3.162E+15 300 2.400E-4 1.218492067E+00 1.219041912E+00
1.468000E+11 3.162E+15 300 2.400E-4 1.219678021E+00 1.220058651E+00
2.154000E+11 3.162E+15 300 2.400E-4 1.221113534E+00 1.221378682E+00
3.162000E+11 3.162E+15 300 2.400E-4 1.222867612E+00 1.223030416E+00
4.642000E+11 3.162E+15 300 2.400E-4 1.224900004E+00 1.225017394E+00
6.813000E+11 3.162E+15 300 2.400E-4 1.227249488E+00 1.227322470E+00
1.000000E+12 3.162E+15 300 2.400E-4 1.229865006E+00 1.229920079E+00
1.468000E+12 3.162E+15 300 2.400E-4 1.232686361E+00 1.232729980E+00
2.154000E+12 3.162E+15 300 2.400E-4 1.236100179E+00 1.236137109E+00
3.162000E+12 3.162E+15 300 2.400E-4 1.239523550E+00 1.239551349E+00
4.642000E+12 3.162E+15 300 2.400E-4 1.243117555E+00 1.243139912E+00
6.813000E+12 3.162E+15 300 2.400E-4 1.246911924E+00 1.246929918E+00
1.000000E+13 3.162E+15 300 2.400E-4 1.250980348E+00 1.250995648E+00
