T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.272542871E+00 1.212642682E+00 5.990018900E-02 1.261924907E+00 1.210102555E+00 5.182235200E-02 1.061796400E-02 2.540127000E-03
295 1.273562323E+00 1.040872623E+00 2.326897000E-01 1.264087225E+00 1.037191029E+00 2.268961960E-01 9.475098000E-03 3.681594000E-03
300 1.275504621E+00 1.218427215E+00 5.707740600E-02 1.266877271E+00 1.215476201E+00 5.140107000E-02 8.627350000E-03 2.951014000E-03
305 1.277915121E+00 1.053354748E+00 2.245603730E-01 1.269791533E+00 1.048539568E+00 2.212519650E-01 8.123588000E-03 4.815180000E-03
310 1.280795659E+00 1.223818965E+00 5.697669400E-02 1.272796652E+00 1.219836542E+00 5.296011000E-02 7.999007000E-03 3.982423000E-03
315 1.283795383E+00 1.067693338E+00 2.161020450E-01 1.275532255E+00 1.061591456E+00 2.139407990E-01 8.263128000E-03 6.101882000E-03
320 1.286565326E+00 1.226290960E+00 6.027436600E-02 1.277655332E+00 1.220663981E+00 5.699135100E-02 8.909994000E-03 5.626979000E-03
325 1.288651905E+00 1.084368988E+00 2.042829170E-01 1.278722173E+00 1.076657050E+00 2.020651230E-01 9.929732000E-03 7.711938000E-03
330 1.289636250E+00 1.225407129E+00 6.422912100E-02 1.278359163E+00 1.217519180E+00 6.083998300E-02 1.127708700E-02 7.887949000E-03
335 1.288518835E+00 1.099910761E+00 1.886080740E-01 1.275647750E+00 1.090742286E+00 1.849054640E-01 1.287108500E-02 9.168475000E-03
340 1.284287977E+00 1.221718435E+00 6.256954200E-02 1.269741832E+00 1.211016420E+00 5.872541200E-02 1.454614500E-02 1.070201500E-02
