N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.209770653E+00 1.207816712E+00 1.206397182E+00 1.204288388E+00 1.200067602E+00 1.190191759E+00 1.167918594E+00 1.122157348E+00 1.040959650E+00 1.020645306E+00 1.022772131E+00
1.600000000E+01 1.246651868E+00 1.245690415E+00 1.245570288E+00 1.245975110E+00 1.247244590E+00 1.248983949E+00 1.250852004E+00 1.252933140E+00 1.254850671E+00 1.255861786E+00 1.255750494E+00
1.700000000E+01 1.293388016E+00 1.292372486E+00 1.291186399E+00 1.291159874E+00 1.292351149E+00 1.294554342E+00 1.297084401E+00 1.300323568E+00 1.304303608E+00 1.307830787E+00 1.311647395E+00
1.549996187E+01 1.224957724E+00 1.224048796E+00 1.223387364E+00 1.224215812E+00 1.224740630E+00 1.225419912E+00 1.225748861E+00 1.224457692E+00 1.219499531E+00 1.207491040E+00 1.181876451E+00
1.649996187E+01 1.260281646E+00 1.259419770E+00 1.259028957E+00 1.260016907E+00 1.261776541E+00 1.263883824E+00 1.266941436E+00 1.270175383E+00 1.273353451E+00 1.276856875E+00 1.280168494E+00
1.674996808E+01 1.273415862E+00 1.272125971E+00 1.271446878E+00 1.272210741E+00 1.273822031E+00 1.275752430E+00 1.278765731E+00 1.282107524E+00 1.285414087E+00 1.289425736E+00 1.293267660E+00
1.624993176E+01 1.253199244E+00 1.252603479E+00 1.252714931E+00 1.253305516E+00 1.254915794E+00 1.257092560E+00 1.259431526E+00 1.262274453E+00 1.265038217E+00 1.267440553E+00 1.269292831E+00
1.574996808E+01 1.236590329E+00 1.235018532E+00 1.234685874E+00 1.235158255E+00 1.236301178E+00 1.237447958E+00 1.239008575E+00 1.240205211E+00 1.240320134E+00 1.238614119E+00 1.232552678E+00
1.524993176E+01 1.217133016E+00 1.215877839E+00 1.215368433E+00 1.215284286E+00 1.215014158E+00 1.213505190E+00 1.209084994E+00 1.197909929E+00 1.173442188E+00 1.124951981E+00 1.041641179E+00
