Ew Nt
4.4472911E-1 -4.5256572E+14
4.4202326E-1 -4.1051288E+14
4.3931739E-1 -2.8800282E+14
4.3661152E-1 -1.4456432E+14
4.3390564E-1 -2.6848072E+13
4.3119978E-1 4.7452851E+13
4.2849391E-1 8.6083512E+13
4.2578804E-1 1.0504271E+14
4.2308217E-1 1.1503071E+14
4.2037631E-1 1.1966061E+14
4.1767044E-1 1.1945454E+14
4.1496457E-1 1.1446866E+14
4.1225871E-1 1.0527515E+14
4.0955284E-1 9.3890182E+13
4.0684697E-1 8.3568606E+13
4.0414110E-1 7.6858835E+13
4.0143523E-1 7.4115992E+13
3.9872936E-1 7.4200937E+13
3.9602350E-1 7.6042162E+13
3.9331763E-1 7.9072240E+13
3.9061176E-1 8.2772997E+13
3.8790589E-1 8.6765363E+13
3.8520003E-1 9.1489793E+13
3.8249416E-1 9.8096578E+13
3.7978829E-1 1.0696874E+14
3.7708242E-1 1.1624385E+14
3.7437655E-1 1.2220695E+14
3.7167069E-1 1.2171261E+14
3.6896482E-1 1.1467051E+14
3.6625895E-1 1.0439256E+14
3.6355308E-1 9.5488336E+13
3.6084722E-1 9.1024847E+13
3.5814135E-1 9.1005392E+13
3.5543548E-1 9.2954996E+13
3.5272961E-1 9.3849495E+13
3.5002374E-1 9.1895564E+13
3.4731788E-1 8.7079478E+13
3.4461201E-1 8.0501917E+13
3.4190614E-1 7.3363053E+13
3.3920027E-1 6.6411942E+13
3.3649441E-1 6.0004735E+13
3.3378854E-1 5.4394651E+13
3.3108267E-1 4.9871431E+13
3.2837680E-1 4.6665117E+13
3.2567093E-1 4.4778589E+13
3.2296507E-1 4.3949063E+13
3.2025920E-1 4.3793872E+13
3.1755333E-1 4.4015169E+13
3.1484746E-1 4.4485334E+13
3.1214159E-1 4.5164646E+13
3.0943573E-1 4.5986334E+13
3.0672986E-1 4.6882846E+13
3.0402399E-1 4.7955404E+13
3.0131812E-1 4.9581341E+13
2.9861226E-1 5.2243271E+13
2.9590639E-1 5.6092329E+13
2.9320052E-1 6.0515791E+13
2.9049465E-1 6.4037616E+13
2.8778879E-1 6.4718487E+13
2.8508292E-1 6.0967815E+13
2.8237705E-1 5.2417293E+13
2.7967118E-1 4.0313941E+13
2.7696531E-1 2.6998484E+13
2.7425945E-1 1.4606957E+13
2.7155358E-1 8.7131788E+12
