T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.240408662E+00 1.207972564E+00 3.243609800E-02 1.233296021E+00 1.203540919E+00 2.975510200E-02 7.112641000E-03 4.431645000E-03
295 1.242309763E+00 1.210611341E+00 3.169842200E-02 1.235676187E+00 1.205974925E+00 2.970126200E-02 6.633576000E-03 4.636416000E-03
300 1.244408248E+00 1.213264007E+00 3.114424100E-02 1.237905956E+00 1.208221952E+00 2.968400400E-02 6.502292000E-03 5.042055000E-03
305 1.246378552E+00 1.215410472E+00 3.096808000E-02 1.239667523E+00 1.209819247E+00 2.984827600E-02 6.711029000E-03 5.591225000E-03
310 1.247439265E+00 1.217678257E+00 2.976100800E-02 1.240208629E+00 1.210938875E+00 2.926975400E-02 7.230636000E-03 6.739382000E-03
315 1.246765683E+00 1.219335667E+00 2.743001600E-02 1.238751799E+00 1.211773543E+00 2.697825600E-02 8.013884000E-03 7.562124000E-03
320 1.243015083E+00 1.219873141E+00 2.314194200E-02 1.234074453E+00 1.211043640E+00 2.303081300E-02 8.940630000E-03 8.829501000E-03
325 1.233676704E+00 1.220079826E+00 1.359687800E-02 1.223899146E+00 1.209711857E+00 1.418728900E-02 9.777558000E-03 1.036796900E-02
330 1.215184667E+00 1.219302486E+00 -4.117819000E-03 1.205076346E+00 1.207241150E+00 -2.164804000E-03 1.010832100E-02 1.206133600E-02
335 1.181730330E+00 1.216167530E+00 -3.443720000E-02 1.172543627E+00 1.202511775E+00 -2.996814800E-02 9.186703000E-03 1.365575500E-02
340 1.126183780E+00 1.211337462E+00 -8.515368200E-02 1.120156575E+00 1.196213811E+00 -7.605723600E-02 6.027205000E-03 1.512365100E-02
