T d154 d184 d214 d244
d 150 180 210 240
290 1.225506966E+00 1.225252387E+00 1.224903472E+00 1.224957724E+00
295 1.224488240E+00 1.224249139E+00 1.223959123E+00 1.224048796E+00
300 1.223911726E+00 1.223805579E+00 1.223674926E+00 1.223387364E+00
305 1.224392142E+00 1.224189129E+00 1.224140067E+00 1.224215812E+00
310 1.225329707E+00 1.225054107E+00 1.225016688E+00 1.224740630E+00
315 1.226256952E+00 1.225862553E+00 1.225750685E+00 1.225419912E+00
320 1.227131935E+00 1.226524727E+00 1.226280612E+00 1.225748861E+00
325 1.226869187E+00 1.225888017E+00 1.225335700E+00 1.224457692E+00
330 1.223798374E+00 1.222198733E+00 1.220980115E+00 1.219499531E+00
335 1.215181852E+00 1.212569004E+00 1.210188874E+00 1.207491040E+00
340 1.195451855E+00 1.191075377E+00 1.186711343E+00 1.181876451E+00
