T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.004010900E-02 1.677855700E-02 2.216843800E-02 2.608320300E-02 3.204602100E-02 4.363756100E-02 5.641825800E-02 6.460779900E-02 7.021766600E-02
295 8.546883000E-03 1.663871200E-02 2.213328000E-02 2.642223800E-02 3.154244100E-02 4.255117100E-02 5.518157100E-02 6.371204200E-02 6.976473100E-02
300 4.523112000E-03 1.557565600E-02 2.214054500E-02 2.635991500E-02 3.111404800E-02 4.138063900E-02 5.424754700E-02 6.294070600E-02 6.876110200E-02
305 -4.320833000E-03 1.304158500E-02 2.142086000E-02 2.622613800E-02 3.100257000E-02 4.061219800E-02 5.276104000E-02 6.142800600E-02 6.786229000E-02
310 -2.182725200E-02 7.656200000E-03 1.986477900E-02 2.544073000E-02 3.055622500E-02 3.965854800E-02 5.132595800E-02 5.980540100E-02 6.631843400E-02
315 -5.279282500E-02 -2.766709000E-03 1.683562500E-02 2.479209600E-02 3.011047100E-02 3.880874400E-02 5.032253900E-02 5.864769500E-02 6.462135700E-02
320 -1.002384950E-01 -2.212061100E-02 1.066750200E-02 2.344623600E-02 2.968432600E-02 3.837011800E-02 4.911322600E-02 5.720705400E-02 6.340126400E-02
325 -1.131237280E-01 -5.446804300E-02 -6.772790000E-04 1.967527500E-02 2.863566800E-02 3.756965100E-02 4.807906500E-02 5.597389900E-02 6.194865500E-02
330 -4.214028700E-02 -1.024906170E-01 -2.029825800E-02 1.362483100E-02 2.680510000E-02 3.670276400E-02 4.750511100E-02 5.532807000E-02 6.032897400E-02
335 7.508711000E-03 -1.227695210E-01 -5.257566300E-02 1.164440000E-03 2.374751400E-02 3.584215300E-02 4.670159100E-02 5.451477600E-02 5.991865900E-02
340 1.133874000E-02 -5.047892400E-02 -9.918982200E-02 -1.741201800E-02 1.788588800E-02 3.402932600E-02 4.589340900E-02 5.400720600E-02 5.957147300E-02
