N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 340 1.900E-4 1.216937598E+00 1.259778700E+00
1.468000E+10 3.162E+16 340 1.900E-4 1.229348437E+00 1.260170424E+00
2.154000E+10 3.162E+16 340 1.900E-4 1.238909771E+00 1.260735516E+00
3.162000E+10 3.162E+16 340 1.900E-4 1.246273617E+00 1.261544302E+00
4.642000E+10 3.162E+16 340 1.900E-4 1.252101387E+00 1.262689196E+00
6.813000E+10 3.162E+16 340 1.900E-4 1.255179979E+00 1.262805320E+00
1.000000E+11 3.162E+16 340 1.900E-4 1.259170879E+00 1.265277288E+00
1.468000E+11 3.162E+16 340 1.900E-4 1.264009748E+00 1.268176830E+00
2.154000E+11 3.162E+16 340 1.900E-4 1.269138327E+00 1.271952550E+00
3.162000E+11 3.162E+16 340 1.900E-4 1.274711397E+00 1.276739891E+00
4.642000E+11 3.162E+16 340 1.900E-4 1.280656717E+00 1.281999263E+00
6.813000E+11 3.162E+16 340 1.900E-4 1.286682241E+00 1.287587730E+00
1.000000E+12 3.162E+16 340 1.900E-4 1.293069685E+00 1.293671449E+00
1.468000E+12 3.162E+16 340 1.900E-4 1.298815820E+00 1.299223368E+00
2.154000E+12 3.162E+16 340 1.900E-4 1.304742203E+00 1.305016999E+00
3.162000E+12 3.162E+16 340 1.900E-4 1.309447915E+00 1.309636771E+00
4.642000E+12 3.162E+16 340 1.900E-4 1.313944582E+00 1.314081901E+00
6.813000E+12 3.162E+16 340 1.900E-4 1.318089058E+00 1.318191320E+00
1.000000E+13 3.162E+16 340 1.900E-4 1.321976591E+00 1.322054708E+00
