fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 12:37:16 297 39.04 1.000E+000 7.800E-001 2.197E-006 3.550E+003 3.036E+000 6.064E-009 1.713E-003 
0002 12:39:40 297 39.04 1.000E+000 7.800E-001 2.219E-006 3.550E+003 3.034E+000 6.076E-009 1.921E-003 
0003 12:42:30 297 39.04 1.000E+000 7.800E-001 2.269E-006 3.550E+003 3.029E+000 6.089E-009 1.701E-003 
0004 12:44:42 297 39.04 1.000E+000 7.800E-001 2.219E-006 3.550E+003 3.031E+000 6.086E-009 1.778E-003 
0005 12:47:34 297 39.04 1.000E+000 7.800E-001 2.191E-006 3.550E+003 3.036E+000 6.056E-009 1.786E-003 
0006 12:51:20 297.1 39.02 1.000E+000 7.800E-001 2.208E-006 3.550E+003 3.036E+000 6.101E-009 1.676E-003 
0007 12:57:38 297 39.04 1.000E+000 7.800E-001 2.174E-006 3.550E+003 3.030E+000 6.103E-009 1.724E-003 
0008 13:01:26 297 39.04 1.000E+000 7.800E-001 2.226E-006 3.550E+003 3.031E+000 6.092E-009 1.698E-003 
0009 13:07:26 297 39.04 1.000E+000 7.800E-001 2.224E-006 3.550E+003 3.028E+000 6.122E-009 1.783E-003 
0010 13:13:38 297 39.04 1.000E+000 7.800E-001 2.173E-006 3.550E+003 3.031E+000 6.084E-009 1.684E-003 
0011 13:17:42 297 39.04 1.000E+000 7.800E-001 2.223E-006 3.550E+003 3.032E+000 6.069E-009 1.761E-003 
0012 13:23:08 297 39.04 1.000E+000 7.800E-001 2.194E-006 3.550E+003 3.029E+000 6.096E-009 1.708E-003 
0013 13:27:28 297 39.04 1.000E+000 7.800E-001 2.301E-006 3.550E+003 3.022E+000 6.136E-009 1.767E-003 
