N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 310 1.500E-4 1.233873636E+00 1.277595156E+00
1.468000E+10 1.000E+17 310 1.500E-4 1.256826032E+00 1.278313841E+00
2.154000E+10 1.000E+17 310 1.500E-4 1.264422452E+00 1.278810517E+00
3.162000E+10 1.000E+17 310 1.500E-4 1.269769805E+00 1.279880435E+00
4.642000E+10 1.000E+17 310 1.500E-4 1.273462694E+00 1.280619602E+00
6.813000E+10 1.000E+17 310 1.500E-4 1.277783715E+00 1.282679695E+00
1.000000E+11 1.000E+17 310 1.500E-4 1.281389458E+00 1.284765545E+00
1.468000E+11 1.000E+17 310 1.500E-4 1.284994281E+00 1.287273417E+00
2.154000E+11 1.000E+17 310 1.500E-4 1.288602617E+00 1.290152871E+00
3.162000E+11 1.000E+17 310 1.500E-4 1.292845795E+00 1.293778896E+00
4.642000E+11 1.000E+17 310 1.500E-4 1.297000365E+00 1.297449212E+00
6.813000E+11 1.000E+17 310 1.500E-4 1.300820351E+00 1.301121503E+00
1.000000E+12 1.000E+17 310 1.500E-4 1.304742401E+00 1.304964322E+00
1.468000E+12 1.000E+17 310 1.500E-4 1.308632393E+00 1.308950036E+00
2.154000E+12 1.000E+17 310 1.500E-4 1.312965793E+00 1.313295736E+00
3.162000E+12 1.000E+17 310 1.500E-4 1.317363085E+00 1.317638323E+00
4.642000E+12 1.000E+17 310 1.500E-4 1.322132884E+00 1.322330460E+00
6.813000E+12 1.000E+17 310 1.500E-4 1.313309808E+00 1.313547233E+00
1.000000E+13 1.000E+17 310 1.500E-4 1.324272267E+00 1.324501496E+00
