T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
330 001_330 35.134 5.446510E-1 3.606181E+1 8.010100E+1 1.573270E+1 4.628570E-1 3.399044E+1 1.000000E+2 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 1.000E+17
330 002_330 35.134 5.442450E-1 3.586149E+1 8.009080E+1 1.563170E+1 4.624310E-1 3.380326E+1 1.000000E+2 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 1.000E+17
330 003_330 35.134 5.437060E-1 3.559843E+1 8.007700E+1 1.549900E+1 4.618730E-1 3.355684E+1 1.000000E+2 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 1.000E+17
330 004_330 35.134 5.430120E-1 3.526485E+1 8.005930E+1 1.533070E+1 4.611670E-1 3.324339E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 1.000E+17
330 005_330 35.134 5.421450E-1 3.485842E+1 8.003690E+1 1.512560E+1 4.603070E-1 3.285989E+1 1.000000E+2 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 1.000E+17
330 006_330 35.134 5.410970E-1 3.438281E+1 8.000940E+1 1.488530E+1 4.592980E-1 3.240876E+1 1.000000E+2 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 1.000E+17
330 007_330 35.134 5.398520E-1 3.384604E+1 7.997730E+1 1.461330E+1 4.581520E-1 3.189624E+1 1.000000E+2 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 1.000E+17
330 008_330 35.134 5.383520E-1 3.325683E+1 7.994730E+1 1.431370E+1 4.568820E-1 3.132902E+1 1.000000E+2 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 1.000E+17
330 009_330 35.134 5.366500E-1 3.262152E+1 7.990830E+1 1.398900E+1 4.555030E-1 3.071116E+1 1.000000E+2 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 1.000E+17
330 010_330 35.134 5.347320E-1 3.194312E+1 7.982500E+1 1.363490E+1 4.535900E-1 3.005999E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 1.000E+17
330 011_330 35.134 5.325800E-1 3.122230E+1 7.976600E+1 1.326380E+1 4.513330E-1 2.938803E+1 1.000000E+2 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 1.000E+17
330 012_330 35.134 5.301710E-1 3.045878E+1 7.969860E+1 1.287000E+1 4.489840E-1 2.866477E+1 1.000000E+2 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 1.000E+17
330 013_330 35.134 5.273710E-1 2.965223E+1 7.963660E+1 1.245340E+1 4.465780E-1 2.788619E+1 1.000000E+2 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 1.000E+17
330 014_330 35.134 5.243020E-1 2.880273E+1 7.952010E+1 1.200860E+1 4.437770E-1 2.705999E+1 1.000000E+2 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 1.000E+17
330 015_330 35.134 5.209550E-1 2.791106E+1 7.942190E+1 1.154830E+1 4.403060E-1 2.622777E+1 1.000000E+2 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 1.000E+17
330 016_330 35.134 5.171880E-1 2.697885E+1 7.932890E+1 1.106890E+1 4.369380E-1 2.533282E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 3.800E-4 1.000E+17
330 017_330 35.134 5.131250E-1 2.600866E+1 7.917660E+1 1.056670E+1 4.331600E-1 2.439442E+1 1.000000E+2 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 3.800E-4 1.000E+17
330 018_330 35.134 5.087370E-1 2.500410E+1 7.904980E+1 1.005550E+1 4.288190E-1 2.344940E+1 1.000000E+2 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 3.800E-4 1.000E+17
330 019_330 35.134 5.039710E-1 2.396975E+1 7.888110E+1 9.528900E+0 4.247680E-1 2.243315E+1 1.000000E+2 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 3.800E-4 1.000E+17
330 020_330 35.134 4.989420E-1 2.291120E+1 7.872290E+1 8.999100E+0 4.195800E-1 2.144786E+1 1.000000E+2 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 3.800E-4 1.000E+17
330 021_330 35.134 4.935460E-1 2.183490E+1 7.852800E+1 8.462600E+0 4.149930E-1 2.039216E+1 1.000000E+2 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 3.800E-4 1.000E+17
330 022_330 35.134 4.878970E-1 2.074808E+1 7.834550E+1 7.930800E+0 4.092150E-1 1.938063E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 3.800E-4 1.000E+17
330 023_330 35.134 4.819820E-1 1.965857E+1 7.811190E+1 7.401200E+0 4.039440E-1 1.832224E+1 1.000000E+2 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 3.800E-4 1.000E+17
330 024_330 35.134 4.757760E-1 1.857461E+1 7.790940E+1 6.885100E+0 3.979000E-1 1.730367E+1 1.000000E+2 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 3.800E-4 1.000E+17
330 025_330 35.134 4.694230E-1 1.750460E+1 7.763510E+1 6.379300E+0 3.919110E-1 1.627746E+1 1.000000E+2 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 3.800E-4 1.000E+17
