Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.033792871E+00 1.048438641E+0 -1.464577000E-02 1.033792871E+00 1.048438641E+0 -1.464577000E-02
1.468000015E+10 1.034212378E+00 1.049511790E+0 -1.529941200E-02 1.034212378E+00 1.049511790E+0 -1.529941200E-02
2.154000005E+10 1.034823674E+00 1.050589339E+0 -1.576566500E-02 1.034823674E+00 1.050589339E+0 -1.576566500E-02
3.162000032E+10 1.035711264E+00 1.051673833E+0 -1.596256900E-02 1.035711264E+00 1.051673833E+0 -1.596256900E-02
4.642000041E+10 1.036994023E+00 1.052764120E+0 -1.577009700E-02 1.036994023E+00 1.052764120E+0 -1.577009700E-02
6.813000017E+10 1.038834224E+00 1.053859239E+0 -1.502501500E-02 1.038834224E+00 1.053859239E+0 -1.502501500E-02
1.000000000E+11 1.041446585E+00 1.054960038E+0 -1.351345300E-02 1.041446585E+00 1.054960038E+0 -1.351345300E-02
1.468000015E+11 1.045098720E+00 1.056066704E+0 -1.096798400E-02 1.045098720E+00 1.056066704E+0 -1.096798400E-02
2.154000005E+11 1.050093286E+00 1.057177377E+0 -7.084091000E-03 1.050093286E+00 1.057177377E+0 -7.084091000E-03
3.162000032E+11 1.056713615E+00 1.058294690E+0 -1.581075000E-03 1.056713615E+00 1.058294690E+0 -1.581075000E-03
4.642000041E+11 1.063002933E+00 1.059417467E+0 3.585466000E-03 1.063002933E+00 1.059417467E+0 3.585466000E-03
6.813000017E+11 1.070651384E+00 1.060544730E+0 1.010665400E-02 1.070651384E+00 1.060544730E+0 1.010665400E-02
1.000000000E+12 1.077601948E+00 1.061677361E+0 1.592458700E-02 1.077601948E+00 1.061677361E+0 1.592458700E-02
1.468000015E+12 1.078462118E+00 1.062815560E+0 1.564655800E-02 1.078462118E+00 1.062815560E+0 1.564655800E-02
2.154000005E+12 1.084877804E+00 1.063957425E+0 2.092037900E-02 1.084877804E+00 1.063957425E+0 2.092037900E-02
3.162000032E+12 1.093791292E+00 1.065105672E+0 2.868562000E-02 1.093791292E+00 1.065105672E+0 2.868562000E-02
4.642000041E+12 1.101014124E+00 1.066259098E+0 3.475502600E-02 1.101014124E+00 1.066259098E+0 3.475502600E-02
6.813000017E+12 1.102720421E+00 1.067416708E+0 3.530371300E-02 1.102720421E+00 1.067416708E+0 3.530371300E-02
1.000000000E+13 1.103184737E+00 1.068579414E+0 3.460532300E-02 1.103184737E+00 1.068579414E+0 3.460532300E-02
