fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 10:58:26 295 39.3 1.000E+000 8.362E-001 4.141E-006 2.835E+004 3.042E+000 2.974E-009 8.725E-004 
0T02 11:01:14 295 39.3 1.000E+000 8.487E-001 4.064E-006 2.865E+004 3.043E+000 2.974E-009 8.640E-004 
0T03 11:04:00 294.9 39.32 1.000E+000 8.392E-001 4.063E-006 2.742E+004 3.042E+000 2.961E-009 9.077E-004 
0T04 11:09:04 295 39.3 1.000E+000 8.166E-001 4.367E-006 2.519E+004 3.033E+000 3.027E-009 8.703E-004 
0T05 11:12:56 295 39.3 1.000E+000 8.348E-001 4.180E-006 2.660E+004 3.043E+000 2.981E-009 8.774E-004 
0T06 11:17:08 295.1 39.29 1.000E+000 8.262E-001 4.430E-006 2.565E+004 3.031E+000 3.049E-009 8.276E-004 
0T07 11:21:34 295 39.3 1.000E+000 8.232E-001 4.327E-006 2.725E+004 3.040E+000 2.994E-009 9.097E-004 
0T08 11:25:56 295 39.3 1.000E+000 8.635E-001 4.108E-006 2.573E+004 3.037E+000 3.012E-009 8.016E-004 
0T09 11:33:10 294.9 39.32 1.000E+000 8.540E-001 4.150E-006 2.829E+004 3.044E+000 2.962E-009 9.720E-004 
0T10 11:40:52 295 39.3 1.000E+000 8.296E-001 4.397E-006 2.610E+004 3.038E+000 3.006E-009 8.736E-004 
0T11 11:43:30 295 39.3 1.000E+000 8.183E-001 4.467E-006 2.664E+004 3.041E+000 2.993E-009 8.542E-004 
0T12 11:46:26 295 39.3 1.000E+000 8.320E-001 4.353E-006 2.687E+004 3.043E+000 2.987E-009 8.704E-004 
0T13 11:53:38 295 39.3 1.000E+000 8.294E-001 4.473E-006 2.520E+004 3.037E+000 3.014E-009 8.260E-004 
