N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 330 1.800E-4 1.213683552E+00 1.268103271E+00
1.468000E+10 1.000E+17 330 1.800E-4 1.222165406E+00 1.269585195E+00
2.154000E+10 1.000E+17 330 1.800E-4 1.238085983E+00 1.270378174E+00
3.162000E+10 1.000E+17 330 1.800E-4 1.252124569E+00 1.273656477E+00
4.642000E+10 1.000E+17 330 1.800E-4 1.261658803E+00 1.277210459E+00
6.813000E+10 1.000E+17 330 1.800E-4 1.271065164E+00 1.281497327E+00
1.000000E+11 1.000E+17 330 1.800E-4 1.278770123E+00 1.285615411E+00
1.468000E+11 1.000E+17 330 1.800E-4 1.289570974E+00 1.293822491E+00
2.154000E+11 1.000E+17 330 1.800E-4 1.297191142E+00 1.300100683E+00
3.162000E+11 1.000E+17 330 1.800E-4 1.306794876E+00 1.308349978E+00
4.642000E+11 1.000E+17 330 1.800E-4 1.314863714E+00 1.315061966E+00
6.813000E+11 1.000E+17 330 1.800E-4 1.320741284E+00 1.320721290E+00
1.000000E+12 1.000E+17 330 1.800E-4 1.326441758E+00 1.326345731E+00
1.468000E+12 1.000E+17 330 1.800E-4 1.330581728E+00 1.330886204E+00
2.154000E+12 1.000E+17 330 1.800E-4 1.334641678E+00 1.334881095E+00
3.162000E+12 1.000E+17 330 1.800E-4 1.338376826E+00 1.338592213E+00
4.642000E+12 1.000E+17 330 1.800E-4 1.341409816E+00 1.341651294E+00
6.813000E+12 1.000E+17 330 1.800E-4 1.336273937E+00 1.336304771E+00
1.000000E+13 1.000E+17 330 1.800E-4 1.336333224E+00 1.336480688E+00
