N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 300 1.500E-4 1.154419083E+00 1.155090286E+00
1.468000E+10 1.000E+15 300 1.500E-4 1.154864523E+00 1.155322692E+00
2.154000E+10 1.000E+15 300 1.500E-4 1.155347901E+00 1.155661184E+00
3.162000E+10 1.000E+15 300 1.500E-4 1.155937733E+00 1.156152451E+00
4.642000E+10 1.000E+15 300 1.500E-4 1.156714108E+00 1.156861751E+00
6.813000E+10 1.000E+15 300 1.500E-4 1.157776165E+00 1.157878151E+00
1.000000E+11 1.000E+15 300 1.500E-4 1.159247916E+00 1.159318817E+00
1.468000E+11 1.000E+15 300 1.500E-4 1.161279410E+00 1.161329153E+00
2.154000E+11 1.000E+15 300 1.500E-4 1.164037528E+00 1.164072866E+00
3.162000E+11 1.000E+15 300 1.500E-4 1.167677833E+00 1.167703358E+00
4.642000E+11 1.000E+15 300 1.500E-4 1.172245630E+00 1.172264190E+00
6.813000E+11 1.000E+15 300 1.500E-4 1.177780098E+00 1.177794162E+00
1.000000E+12 1.000E+15 300 1.500E-4 1.183985936E+00 1.183996899E+00
1.468000E+12 1.000E+15 300 1.500E-4 1.190398461E+00 1.190407126E+00
2.154000E+12 1.000E+15 300 1.500E-4 1.196567720E+00 1.196574839E+00
3.162000E+12 1.000E+15 300 1.500E-4 1.202159513E+00 1.202165177E+00
4.642000E+12 1.000E+15 300 1.500E-4 1.207166421E+00 1.207171587E+00
6.813000E+12 1.000E+15 300 1.500E-4 1.211663876E+00 1.211668211E+00
1.000000E+13 1.000E+15 300 1.500E-4 1.215836317E+00 1.215840034E+00
