N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.032315753E+00 1.030508933E+00 1.028826573E+00 1.027227632E+00
1.600000000E+01 1.245674063E+00 1.240317711E+00 1.234463724E+00 1.232463915E+00
1.700000000E+01 1.331944241E+00 1.329607072E+00 1.327293755E+00 1.326250118E+00
1.549996187E+01 1.016389502E+00 1.010530654E+00 1.009635484E+00 1.008939942E+00
1.649996187E+01 1.295868078E+00 1.293612892E+00 1.291010897E+00 1.288909685E+00
1.674996808E+01 1.314785739E+00 1.311248661E+00 1.309577172E+00 1.307676419E+00
1.624993176E+01 1.276259639E+00 1.272614009E+00 1.269386163E+00 1.266512953E+00
1.574996808E+01 1.179076943E+00 1.169548125E+00 1.162825947E+00 1.159099622E+00
1.524993176E+01 1.015945165E+00 1.014662349E+00 1.013610970E+00 1.012715575E+00
