N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.198426122E+00 1.195976060E+00 1.193572133E+00 1.191537508E+00
1.600000000E+01 1.251214566E+00 1.248529104E+00 1.246237052E+00 1.243264745E+00
1.700000000E+01 1.308983920E+00 1.305961857E+00 1.303373513E+00 1.302596764E+00
1.549996187E+01 1.228058687E+00 1.224384057E+00 1.222761492E+00 1.221248389E+00
1.649996187E+01 1.278070154E+00 1.274990232E+00 1.272975354E+00 1.271271553E+00
1.674996808E+01 1.293349772E+00 1.289355386E+00 1.287892794E+00 1.286488848E+00
1.624993176E+01 1.263853670E+00 1.261280484E+00 1.259095133E+00 1.256999865E+00
1.574996808E+01 1.239411917E+00 1.236790576E+00 1.233506700E+00 1.232174592E+00
1.524993176E+01 1.216111461E+00 1.212940876E+00 1.210888291E+00 1.209277790E+00
