N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.187466295E+00 1.184068861E+00 1.180967506E+00 1.177285599E+00
1.600000000E+01 1.252206670E+00 1.249669599E+00 1.247740946E+00 1.244973903E+00
1.700000000E+01 1.309352961E+00 1.306428043E+00 1.303913634E+00 1.303233305E+00
1.549996187E+01 1.228367201E+00 1.224850102E+00 1.223386064E+00 1.221780748E+00
1.649996187E+01 1.278678351E+00 1.275726826E+00 1.273979908E+00 1.272446758E+00
1.674996808E+01 1.293879948E+00 1.289840338E+00 1.288640901E+00 1.287388029E+00
1.624993176E+01 1.264563826E+00 1.262341230E+00 1.260300890E+00 1.258619765E+00
1.574996808E+01 1.240292746E+00 1.237874164E+00 1.234992138E+00 1.233618251E+00
1.524993176E+01 1.213527427E+00 1.210605788E+00 1.208483564E+00 1.206753546E+00
