fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_290 001_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.447325438E-16 1.000000000E+20 1.205638757E+00 1.082805023E-16 9.222202902E-04 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.514520055E-16 1.000000000E+20 1.214961576E+00 1.069195228E-16 1.420738859E-03 
002_290 002_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.131731530E-16 1.000000000E+20 1.211175293E+00 1.583552821E-16 1.053846306E-03 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.200002764E-16 1.000000000E+20 1.215036463E+00 1.569007027E-16 1.433200784E-03 
003_290 003_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.106951625E-16 1.000000000E+20 1.213060814E+00 2.317046826E-16 1.166543790E-03 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.181019921E-16 1.000000000E+20 1.215143355E+00 2.302239004E-16 1.451348888E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.485820406E-16 1.000000000E+20 1.213883387E+00 3.392300540E-16 1.265761564E-03 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.569653558E-16 1.000000000E+20 1.215294175E+00 3.377676177E-16 1.477683395E-03 
005_290 005_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.408265125E-16 1.000000000E+20 1.214552309E+00 4.968987373E-16 1.359094464E-03 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.505585050E-16 1.000000000E+20 1.215503538E+00 4.954602194E-16 1.515701196E-03 
006_290 006_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.003412685E-15 1.000000000E+20 1.215149650E+00 7.280186136E-16 1.454303294E-03 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.149600551E-16 1.000000000E+20 1.215787512E+00 7.266114091E-16 1.570188416E-03 
007_290 007_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.352614862E-15 1.000000000E+20 1.215735997E+00 1.066686564E-15 1.560922011E-03 
007_290_SRH 007_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.266523395E-15 1.000000000E+20 1.216160924E+00 1.065319552E-15 1.647491941E-03 
008_290 008_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.801878425E-15 1.000000000E+20 1.216351470E+00 1.562781575E-15 1.689863947E-03 
008_290_SRH 008_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.718724883E-15 1.000000000E+20 1.216632524E+00 1.561464399E-15 1.755658432E-03 
009_290 009_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.358215970E-15 1.000000000E+20 1.217014320E+00 2.289307444E-15 1.853045331E-03 
009_290_SRH 009_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.278522143E-15 1.000000000E+20 1.217198812E+00 2.288048911E-15 1.904263050E-03 
