X Y Xfit Yfit
1.7324000E+1 8.3874500E+1 1.8128682E+1 8.1691727E+1
1.8614700E+1 9.1311700E+1 1.9162610E+1 8.9238063E+1
1.9779300E+1 9.9623400E+1 2.0299484E+1 9.7480335E+1
2.1256600E+1 1.0849300E+2 2.1550229E+1 1.0648248E+2
2.2794500E+1 1.1821400E+2 2.2927051E+1 1.1631425E+2
2.4443600E+1 1.2882100E+2 2.4443600E+1 1.2705175E+2
2.6312100E+1 1.4042200E+2 2.6115172E+1 1.3877796E+2
2.8267600E+1 1.5304900E+2 2.7958927E+1 1.5158339E+2
3.0442200E+1 1.6685800E+2 2.9994147E+1 1.6556671E+2
3.2857900E+1 1.8193200E+2 3.2242533E+1 1.8083544E+2
3.5424000E+1 1.9840200E+2 3.4728547E+1 1.9750675E+2
3.8163400E+1 2.1641200E+2 3.7479805E+1 2.1570825E+2
4.1254900E+1 2.3611700E+2 4.0527539E+1 2.3557888E+2
4.4684300E+1 2.5757500E+2 4.3907114E+1 2.5726983E+2
4.8399000E+1 2.8094900E+2 4.7658644E+1 2.8094555E+2
5.2487100E+1 3.0660000E+2 5.1827697E+1 3.0678478E+2
5.6968900E+1 3.3457600E+2 5.6466105E+1 3.3498169E+2
6.1980700E+1 3.6509600E+2 6.1632895E+1 3.6574697E+2
6.7513300E+1 3.9855300E+2 6.7395380E+1 3.9930907E+2
7.3830400E+1 4.3509500E+2 7.3830400E+1 4.3591545E+2
8.0737800E+1 4.7486100E+2 8.1025716E+1 4.7583361E+2
8.8228900E+1 5.1831300E+2 8.9081688E+1 5.1935262E+2
9.7058200E+1 5.6571300E+2 9.8113050E+1 5.6678387E+2
1.0672600E+2 6.1763200E+2 1.0825105E+2 6.1846243E+2
1.1834400E+2 6.7374700E+2 1.1964577E+2 6.7474773E+2
1.3035400E+2 7.3503700E+2 1.3246868E+2 7.3602438E+2
1.4474000E+2 8.0248800E+2 1.4691553E+2 8.0270234E+2
1.6018500E+2 8.7499200E+2 1.6320935E+2 8.7521693E+2
1.7868300E+2 9.5397100E+2 1.8160370E+2 9.5402814E+2
1.9955200E+2 1.0409400E+3 2.0238589E+2 1.0396193E+3
2.2207000E+2 1.1341700E+3 2.2588019E+2 1.1324950E+3
2.4882200E+2 1.2356500E+3 2.5245062E+2 1.2331778E+3
2.7915700E+2 1.3459200E+3 2.8250318E+2 1.3422038E+3
3.1245300E+2 1.4636600E+3 3.1648688E+2 1.4601175E+3
3.5151000E+2 1.5918600E+3 3.5489328E+2 1.5874649E+3
3.9593300E+2 1.7284300E+3 3.9825356E+2 1.7247857E+3
4.4639000E+2 1.8771300E+3 4.4713252E+2 1.8726051E+3
5.0114500E+2 2.0379100E+3 5.0211858E+2 2.0314255E+3
5.6380900E+2 2.2110200E+3 5.6380900E+2 2.2017197E+3
6.3370400E+2 2.3936800E+3 6.3278969E+2 2.3839273E+3
7.1199100E+2 2.5865700E+3 7.0960942E+2 2.5784555E+3
7.9994800E+2 2.7936900E+3 7.9474934E+2 2.7856894E+3
8.9823200E+2 3.0142800E+3 8.8858919E+2 3.0060117E+3
9.9553900E+2 3.2427600E+3 9.9137395E+2 3.2398379E+3
1.1088200E+3 3.4864400E+3 1.1031854E+3 3.4876655E+3
1.2329900E+3 3.7467300E+3 1.2239245E+3 3.7501399E+3
1.3679500E+3 4.0271500E+3 1.3533127E+3 4.0281337E+3
1.5004800E+3 4.3227900E+3 1.4909161E+3 4.3228327E+3
1.6427500E+3 4.6336600E+3 1.6361988E+3 4.6358227E+3
1.7940400E+3 4.9674700E+3 1.7886047E+3 4.9691643E+3
1.9545700E+3 5.3203700E+3 1.9476638E+3 5.3254454E+3
2.1114500E+3 5.6993200E+3 2.1131149E+3 5.7078062E+3
2.2819800E+3 6.1187300E+3 2.2850345E+3 6.1199306E+3
2.4624200E+3 6.5665600E+3 2.4639567E+3 6.5660020E+3
2.6428300E+3 7.0510600E+3 2.6509798E+3 7.0506390E+3
2.8478500E+3 7.5788100E+3 2.8478500E+3 7.5788100E+3
3.0466900E+3 8.1688000E+3 3.0570250E+3 8.1557450E+3
3.2753100E+3 8.8110800E+3 3.2817188E+3 8.7868436E+3
3.5259400E+3 9.5008400E+3 3.5259400E+3 9.4775965E+3
3.7809000E+3 1.0248900E+4 3.7945256E+3 1.0233507E+4
4.0846200E+3 1.1066000E+4 4.0931845E+3 1.1060019E+4
4.4325100E+3 1.1986200E+4 4.4285491E+3 1.1962440E+4
4.8092000E+3 1.2967000E+4 4.8082477E+3 1.2945853E+4
5.2322700E+3 1.4034900E+4 5.2409832E+3 1.4015003E+4
5.7395000E+3 1.5232400E+4 5.7366226E+3 1.5174135E+4
6.3040700E+3 1.6445200E+4 6.3063097E+3 1.6426847E+4
6.9625000E+3 1.7799700E+4 6.9625245E+3 1.7775780E+4
7.7391000E+3 1.9322700E+4 7.7191867E+3 1.9222387E+4
