N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.108700000E-05 9.177000000E-06 7.039000000E-06 3.895000000E-06 -1.707000000E-06 -1.145000000E-05 1.045500000E-05 1.184900000E-05 1.551300000E-05 2.294900000E-05 3.698500000E-05
1.600000000E+01 1.784300000E-04 1.568440000E-04 1.375290000E-04 1.215100000E-04 1.090680000E-04 1.006630000E-04 9.614100000E-05 9.477700000E-05 9.544500000E-05 9.568700000E-05 9.172100000E-05
1.700000000E+01 2.530240000E-03 2.389726000E-03 2.221134000E-03 2.034329000E-03 1.842361000E-03 1.657147000E-03 1.489493000E-03 1.347988000E-03 1.239802000E-03 1.168346000E-03 1.138064000E-03
1.549996187E+01 4.546900000E-05 3.949200000E-05 3.471700000E-05 3.109700000E-05 2.832000000E-05 2.570600000E-05 2.191200000E-05 1.462900000E-05 2.600000002E-07 -2.480200000E-05 2.029900000E-05
1.649996187E+01 6.887620000E-04 6.234020000E-04 5.577990000E-04 4.956660000E-04 4.404300000E-04 3.941300000E-04 3.592380000E-04 3.363930000E-04 3.261230000E-04 3.282810000E-04 3.416580000E-04
1.674996808E+01 1.333595000E-03 1.232380000E-03 1.122606000E-03 1.010411000E-03 9.029100000E-04 8.065430000E-04 7.258580000E-04 6.645380000E-04 6.253300000E-04 6.087000000E-04 6.146660000E-04
1.624993176E+01 3.516380000E-04 3.130510000E-04 2.764640000E-04 2.437330000E-04 2.167580000E-04 1.964460000E-04 1.830770000E-04 1.766200000E-04 1.767300000E-04 1.816670000E-04 1.898620000E-04
1.574996808E+01 9.019700000E-05 7.859800000E-05 6.891500000E-05 6.134200000E-05 5.597300000E-05 5.252800000E-05 5.032000000E-05 4.820100000E-05 4.377000000E-05 3.320800000E-05 1.067900000E-05
1.524993176E+01 2.276100000E-05 1.966500000E-05 1.708600000E-05 1.470400000E-05 1.179100000E-05 6.924000000E-06 -2.145000000E-06 -1.777400000E-05 1.450600000E-05 1.606700000E-05 2.011100000E-05
