Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.282403911E+00 1.218212915E+00 6.419099600E-02 1.225878013E+00 1.175976885E+00 4.990112800E-02 5.652589800E-02 4.223603000E-02
1.468000E+10 1.282656457E+00 1.218688431E+00 6.396802600E-02 1.241429637E+00 1.188001732E+00 5.342790500E-02 4.122682000E-02 3.068669900E-02
2.154000E+10 1.283021302E+00 1.219372278E+00 6.364902400E-02 1.253498460E+00 1.197486277E+00 5.601218300E-02 2.952284200E-02 2.188600100E-02
3.162000E+10 1.283544709E+00 1.220346992E+00 6.319771700E-02 1.262704010E+00 1.204958833E+00 5.774517700E-02 2.084069900E-02 1.538815900E-02
4.642000E+10 1.284287977E+00 1.221718435E+00 6.256954200E-02 1.269741832E+00 1.211016420E+00 5.872541200E-02 1.454614500E-02 1.070201500E-02
6.813000E+10 1.285328445E+00 1.223613849E+00 6.171459600E-02 1.275268149E+00 1.216233894E+00 5.903425500E-02 1.006029600E-02 7.379955000E-03
1.000000E+11 1.286756425E+00 1.226169946E+00 6.058647900E-02 1.279851163E+00 1.221115612E+00 5.873555100E-02 6.905262000E-03 5.054334000E-03
1.468000E+11 1.288664616E+00 1.229506708E+00 5.915790800E-02 1.283955101E+00 1.226065060E+00 5.789004100E-02 4.709515000E-03 3.441648000E-03
2.154000E+11 1.291127732E+00 1.233685511E+00 5.744222100E-02 1.287932598E+00 1.231353567E+00 5.657903100E-02 3.195134000E-03 2.331944000E-03
3.162000E+11 1.294173969E+00 1.238662343E+00 5.551162600E-02 1.292014555E+00 1.237088269E+00 5.492628600E-02 2.159414000E-03 1.574074000E-03
4.642000E+11 1.297759791E+00 1.244260800E+00 5.349899100E-02 1.296302789E+00 1.243200126E+00 5.310266300E-02 1.457002000E-03 1.060674000E-03
6.813000E+11 1.301765315E+00 1.250194022E+00 5.157129300E-02 1.300780578E+00 1.249478044E+00 5.130253400E-02 9.847370000E-04 7.159780000E-04
1.000000E+12 1.306020955E+00 1.256138300E+00 4.988265500E-02 1.305350993E+00 1.255651795E+00 4.969919800E-02 6.699620000E-04 4.865050000E-04
1.468000E+12 1.310353651E+00 1.261824342E+00 4.852930900E-02 1.309891836E+00 1.261489731E+00 4.840210500E-02 4.618150000E-04 3.346110000E-04
2.154000E+12 1.314627682E+00 1.267095215E+00 4.753246700E-02 1.314302740E+00 1.266861027E+00 4.744171300E-02 3.249420000E-04 2.341880000E-04
3.162000E+12 1.318764196E+00 1.271909639E+00 4.685455700E-02 1.318529196E+00 1.271742166E+00 4.678703000E-02 2.350000000E-04 1.674730000E-04
4.642000E+12 1.322741407E+00 1.276307035E+00 4.643437200E-02 1.322565947E+00 1.276184295E+00 4.638165200E-02 1.754600000E-04 1.227400000E-04
6.813000E+12 1.326582825E+00 1.280366401E+00 4.621642400E-02 1.326447465E+00 1.280274085E+00 4.617338000E-02 1.353600000E-04 9.231600000E-05
1.000000E+13 1.330339872E+00 1.284178207E+00 4.616166500E-02 1.330232237E+00 1.284106899E+00 4.612533800E-02 1.076350000E-04 7.130800000E-05
