Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.271673411E+00 1.210533003E+00 6.114040800E-02 1.245236249E+00 1.201204429E+00 4.403182000E-02 2.643716200E-02 9.328574000E-03
1.468000E+10 1.271787130E+00 1.210824711E+00 6.096241900E-02 1.250026190E+00 1.204020107E+00 4.600608300E-02 2.176094000E-02 6.804604000E-03
2.154000E+10 1.271952844E+00 1.211240805E+00 6.071203900E-02 1.254411318E+00 1.206319747E+00 4.809157100E-02 1.754152600E-02 4.921058000E-03
3.162000E+10 1.272193803E+00 1.211827656E+00 6.036614700E-02 1.258385760E+00 1.208289412E+00 5.009634800E-02 1.380804300E-02 3.538244000E-03
4.642000E+10 1.272542871E+00 1.212642682E+00 5.990018900E-02 1.261924907E+00 1.210102555E+00 5.182235200E-02 1.061796400E-02 2.540127000E-03
6.813000E+10 1.273045700E+00 1.213752157E+00 5.929354300E-02 1.265043576E+00 1.211921253E+00 5.312232300E-02 8.002124000E-03 1.830904000E-03
1.000000E+11 1.273764191E+00 1.215225481E+00 5.853871000E-02 1.267822425E+00 1.213891792E+00 5.393063300E-02 5.941766000E-03 1.333689000E-03
1.468000E+11 1.274779200E+00 1.217125908E+00 5.765329200E-02 1.270404473E+00 1.216137229E+00 5.426724400E-02 4.374727000E-03 9.886790000E-04
2.154000E+11 1.276190885E+00 1.219499909E+00 5.669097600E-02 1.272975354E+00 1.218749304E+00 5.422605000E-02 3.215531000E-03 7.506050000E-04
3.162000E+11 1.278113725E+00 1.222368640E+00 5.574508500E-02 1.275738776E+00 1.221782685E+00 5.395609100E-02 2.374949000E-03 5.859550000E-04
4.642000E+11 1.280663248E+00 1.225725211E+00 5.493803700E-02 1.278890606E+00 1.225254749E+00 5.363585700E-02 1.772642000E-03 4.704620000E-04
6.813000E+11 1.283933112E+00 1.229539755E+00 5.439335700E-02 1.282590513E+00 1.229152659E+00 5.343785400E-02 1.342599000E-03 3.870960000E-04
1.000000E+12 1.287966766E+00 1.233771667E+00 5.419509900E-02 1.286932874E+00 1.233447247E+00 5.348562700E-02 1.033892000E-03 3.244200000E-04
1.468000E+12 1.292735256E+00 1.238383429E+00 5.435182700E-02 1.291926195E+00 1.238108300E+00 5.381789500E-02 8.090610000E-04 2.751290000E-04
2.154000E+12 1.298136153E+00 1.243348036E+00 5.478811700E-02 1.297494470E+00 1.243113273E+00 5.438119700E-02 6.416830000E-04 2.347630000E-04
3.162000E+12 1.304019760E+00 1.248646571E+00 5.537318900E-02 1.303505897E+00 1.248445900E+00 5.505999700E-02 5.138630000E-04 2.006710000E-04
4.642000E+12 1.310230076E+00 1.254260521E+00 5.596955500E-02 1.309816205E+00 1.254089245E+00 5.572696000E-02 4.138710000E-04 1.712760000E-04
6.813000E+12 1.316636613E+00 1.260165732E+00 5.647088100E-02 1.316302493E+00 1.260019994E+00 5.628249900E-02 3.341200000E-04 1.457380000E-04
1.000000E+13 1.323142607E+00 1.266327880E+00 5.681472700E-02 1.322872961E+00 1.266204552E+00 5.666840900E-02 2.696460000E-04 1.233280000E-04
