fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0UT1 9:38:12 308.2 37.62 1.000E+000 9.745E-001 1.718E-006 7.381E+002 2.436E+000 3.834E-008 1.180E-003 
0UT2 10:01:24 312.2 37.14 1.000E+000 1.088E+000 1.893E-006 7.518E+002 2.422E+000 4.194E-008 1.462E-003 
0UT3 10:46:14 315.4 36.76 1.000E+000 9.765E-001 1.699E-006 7.586E+002 2.420E+000 4.538E-008 1.292E-003 
0UT4 11:07:52 319.1 36.33 1.000E+000 1.017E+000 1.573E-006 7.694E+002 2.417E+000 4.881E-008 1.742E-003 
0UT5 11:27:46 322.5 35.95 1.000E+000 9.651E-001 1.602E-006 7.761E+002 2.386E+000 5.465E-008 2.224E-003 
0UT6 11:47:14 325.2 35.65 1.000E+000 1.040E+000 1.547E-006 7.815E+002 2.381E+000 5.761E-008 1.319E-003 
0UT7 12:05:20 327.7 35.38 1.000E+000 9.133E-001 1.966E-006 7.339E+002 2.260E+000 7.659E-008 1.958E-003 
0UT8 12:22:30 331.6 34.96 1.000E+000 1.082E+000 1.545E-006 7.785E+002 2.368E+000 6.647E-008 2.412E-003 
0UT9 12:39:42 335.4 34.57 1.000E+000 9.423E-001 1.855E-006 7.615E+002 2.292E+000 8.019E-008 2.508E-003 
UT10 12:58:28 337.9 34.31 1.000E+000 9.160E-001 2.086E-006 7.160E+002 2.219E+000 9.657E-008 2.132E-003 
