T nFsrh nFBsrh dnsrh nF nFB dn
290 1.186604137E+00 1.134094114E+00 5.251002300E-02 1.177718004E+00 1.133003482E+00 4.471452200E-02
295 1.186406564E+00 1.136143905E+00 5.026265900E-02 1.185387432E+00 1.135681768E+00 4.970566400E-02
300 1.194204453E+00 1.141869474E+00 5.233497900E-02 1.193353429E+00 1.141272318E+00 5.208111100E-02
305 1.193160272E+00 1.147506624E+00 4.565364800E-02 1.191330695E+00 1.146745243E+00 4.458545200E-02
310 1.199835606E+00 1.152622269E+00 4.721333700E-02 1.193449547E+00 1.151662226E+00 4.178732100E-02
315 1.201739109E+00 1.157432456E+00 4.430665300E-02 1.198795134E+00 1.156236143E+00 4.255899100E-02
320 1.204680794E+00 1.161974544E+00 4.270625000E-02 1.202845477E+00 1.160500443E+00 4.234503400E-02
325 1.210746292E+00 1.165738414E+00 4.500787800E-02 1.208631696E+00 1.163945811E+00 4.468588500E-02
330 1.215939864E+00 1.168926473E+00 4.701339100E-02 1.213209166E+00 1.166772298E+00 4.643686800E-02
335 1.219977326E+00 1.171473083E+00 4.850424300E-02 1.216717594E+00 1.168915115E+00 4.780247900E-02
340 1.222568791E+00 1.173436559E+00 4.913223200E-02 1.218972059E+00 1.171317921E+00 4.765413800E-02
