T d154 d184 d214 d244
d 150 180 210 240
290 4.910715000E-03 4.084731000E-03 3.528021000E-03 3.135138000E-03
295 4.484951000E-03 3.814945000E-03 3.368951000E-03 3.058330000E-03
300 4.250838000E-03 3.714039000E-03 3.360403000E-03 3.112771000E-03
305 4.157298000E-03 3.719171000E-03 3.432771000E-03 3.227202000E-03
310 4.081770000E-03 3.700875000E-03 3.445786000E-03 3.249530000E-03
315 3.776390000E-03 3.395224000E-03 3.116840000E-03 2.880115000E-03
320 2.768924000E-03 2.311264000E-03 1.943461000E-03 1.615807000E-03
325 4.117780000E-04 -1.634100000E-04 -6.274130000E-04 -1.036267000E-03
330 2.272798000E-03 1.774211000E-03 1.447422000E-03 1.217540000E-03
335 2.377651000E-03 1.909789000E-03 1.596398000E-03 1.370103000E-03
340 2.786872000E-03 2.302867000E-03 1.968794000E-03 1.723826000E-03
