T d154 d184 d214 d244
d 150 180 210 240
290 1.374664000E-03 1.139770000E-03 9.864600000E-04 8.803450000E-04
295 1.122069000E-03 9.416500000E-04 8.223970000E-04 7.344580000E-04
300 7.048580000E-04 5.652270000E-04 4.673350000E-04 3.879980000E-04
305 -1.328570000E-04 -2.343880000E-04 -3.139150000E-04 -3.847840000E-04
310 1.356220000E-03 1.033947000E-03 8.242760000E-04 6.778620000E-04
315 1.434860000E-03 1.125762000E-03 9.196540000E-04 7.745820000E-04
320 1.759809000E-03 1.424975000E-03 1.193216000E-03 1.027274000E-03
325 2.464586000E-03 2.046100000E-03 1.749712000E-03 1.528933000E-03
330 3.779850000E-03 3.191996000E-03 2.763866000E-03 2.443070000E-03
335 6.034533000E-03 5.149996000E-03 4.508179000E-03 4.009345000E-03
340 9.693956000E-03 8.331825000E-03 7.334264000E-03 6.559501000E-03
