T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.192200553E+00 1.194855597E+00 -2.655044000E-03 1.191060783E+00 1.191738925E+00 -6.781420000E-04 1.139770000E-03 3.116672000E-03
290 1.524993176E+01 1.210945576E+00 1.198491904E+00 1.245367200E-02 1.208695640E+00 1.194276324E+00 1.441931600E-02 2.249936000E-03 4.215580000E-03
290 1.549996187E+01 1.222787900E+00 1.201752077E+00 2.103582300E-02 1.218703169E+00 1.196300411E+00 2.240275800E-02 4.084731000E-03 5.451666000E-03
290 1.574996808E+01 1.235253422E+00 1.208498758E+00 2.675466400E-02 1.228116004E+00 1.201826953E+00 2.628905100E-02 7.137418000E-03 6.671805000E-03
290 1.600000000E+01 1.247067847E+00 1.213116006E+00 3.395184100E-02 1.235101068E+00 1.205554834E+00 2.954623400E-02 1.196677900E-02 7.561172000E-03
290 1.624993176E+01 1.260176662E+00 1.213247028E+00 4.692963400E-02 1.241096382E+00 1.204745728E+00 3.635065400E-02 1.908028000E-02 8.501300000E-03
290 1.649996187E+01 1.274950431E+00 1.212990858E+00 6.195957300E-02 1.246190870E+00 1.203108018E+00 4.308285200E-02 2.875956100E-02 9.882840000E-03
290 1.674996808E+01 1.291853905E+00 1.218514279E+00 7.333962600E-02 1.250678711E+00 1.206613221E+00 4.406549000E-02 4.117519400E-02 1.190105800E-02
290 1.700000000E+01 1.313691623E+00 1.230793045E+00 8.289857800E-02 1.257116036E+00 1.215835272E+00 4.128076400E-02 5.657558700E-02 1.495777300E-02
295 1.500000000E+01 1.176946255E+00 1.194928571E+00 -1.798231600E-02 1.176004605E+00 1.192072139E+00 -1.606753400E-02 9.416500000E-04 2.856432000E-03
295 1.524993176E+01 1.207708067E+00 1.199447163E+00 8.260904000E-03 1.205615817E+00 1.195554183E+00 1.006163400E-02 2.092250000E-03 3.892980000E-03
295 1.549996187E+01 1.223084469E+00 1.203420091E+00 1.966437800E-02 1.219269524E+00 1.198212446E+00 2.105707800E-02 3.814945000E-03 5.207645000E-03
295 1.574996808E+01 1.236389518E+00 1.209908818E+00 2.648070000E-02 1.229789773E+00 1.203513884E+00 2.627588900E-02 6.599745000E-03 6.394934000E-03
295 1.600000000E+01 1.248321329E+00 1.215475857E+00 3.284547200E-02 1.237330566E+00 1.207797232E+00 2.953333400E-02 1.099076300E-02 7.678625000E-03
295 1.624993176E+01 1.261329640E+00 1.216286873E+00 4.504276700E-02 1.243817405E+00 1.207307648E+00 3.650975700E-02 1.751223500E-02 8.979225000E-03
295 1.649996187E+01 1.275661320E+00 1.216229875E+00 5.943144500E-02 1.249104134E+00 1.205409773E+00 4.369436100E-02 2.655718600E-02 1.082010200E-02
295 1.674996808E+01 1.292050328E+00 1.221505404E+00 7.054492400E-02 1.253603923E+00 1.208017177E+00 4.558674600E-02 3.844640500E-02 1.348822700E-02
295 1.700000000E+01 1.313393310E+00 1.233464360E+00 7.992895000E-02 1.259766434E+00 1.216009081E+00 4.375735300E-02 5.362687600E-02 1.745527900E-02
300 1.500000000E+01 1.143664044E+00 1.194432011E+00 -5.076796700E-02 1.143098817E+00 1.191760365E+00 -4.866154800E-02 5.652270000E-04 2.671646000E-03
300 1.524993176E+01 1.199213046E+00 1.200841222E+00 -1.628176000E-03 1.197254243E+00 1.197072844E+00 1.813990000E-04 1.958803000E-03 3.768378000E-03
300 1.549996187E+01 1.222086157E+00 1.205147451E+00 1.693870600E-02 1.218372118E+00 1.200088079E+00 1.828403900E-02 3.714039000E-03 5.059372000E-03
300 1.574996808E+01 1.237560268E+00 1.212119011E+00 2.544125700E-02 1.231182641E+00 1.205618121E+00 2.556452000E-02 6.377627000E-03 6.500890000E-03
