T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.192974080E+00 1.195013244E+00 -2.039164000E-03 1.192717793E+00 1.194269265E+00 -1.551472000E-03 2.562870000E-04 7.439790000E-04
290 1.524993176E+01 1.211355521E+00 1.198672529E+00 1.268299200E-02 1.210832640E+00 1.197637162E+00 1.319547800E-02 5.228810000E-04 1.035367000E-03
290 1.549996187E+01 1.223132526E+00 1.202058207E+00 2.107431900E-02 1.222131212E+00 1.200655852E+00 2.147536000E-02 1.001314000E-03 1.402355000E-03
290 1.574996808E+01 1.235626052E+00 1.208918749E+00 2.670730300E-02 1.233727590E+00 1.207149649E+00 2.657794100E-02 1.898462000E-03 1.769100000E-03
290 1.600000000E+01 1.247510351E+00 1.213702244E+00 3.380810700E-02 1.243933539E+00 1.211657598E+00 3.227594100E-02 3.576812000E-03 2.044646000E-03
290 1.624993176E+01 1.260722319E+00 1.214208252E+00 4.651406700E-02 1.254089697E+00 1.211869944E+00 4.221975300E-02 6.632622000E-03 2.338308000E-03
290 1.649996187E+01 1.275633236E+00 1.214626878E+00 6.100635800E-02 1.263741264E+00 1.211867853E+00 5.187341100E-02 1.189197200E-02 2.759025000E-03
290 1.674996808E+01 1.292704696E+00 1.221343721E+00 7.136097500E-02 1.272465534E+00 1.218002276E+00 5.446325800E-02 2.023916200E-02 3.341445000E-03
290 1.700000000E+01 1.314711595E+00 1.235403319E+00 7.930827600E-02 1.282502767E+00 1.231216695E+00 5.128607200E-02 3.220882800E-02 4.186624000E-03
295 1.500000000E+01 1.178417509E+00 1.195051041E+00 -1.663353200E-02 1.178208679E+00 1.194376866E+00 -1.616818700E-02 2.088300000E-04 6.741750000E-04
295 1.524993176E+01 1.208308764E+00 1.199606189E+00 8.702575000E-03 1.207830194E+00 1.198660006E+00 9.170188000E-03 4.785700000E-04 9.461830000E-04
295 1.549996187E+01 1.223464544E+00 1.203707650E+00 1.975689400E-02 1.222547915E+00 1.202371913E+00 2.017600200E-02 9.166290000E-04 1.335737000E-03
295 1.574996808E+01 1.236745925E+00 1.210300089E+00 2.644583600E-02 1.235033309E+00 1.208621594E+00 2.641171500E-02 1.712616000E-03 1.678495000E-03
295 1.600000000E+01 1.248723799E+00 1.215994410E+00 3.272938900E-02 1.245532568E+00 1.213963072E+00 3.156949600E-02 3.191231000E-03 2.031338000E-03
295 1.624993176E+01 1.261817461E+00 1.217154146E+00 4.466331500E-02 1.255926269E+00 1.214763436E+00 4.116283300E-02 5.891192000E-03 2.390710000E-03
295 1.649996187E+01 1.276270282E+00 1.217742881E+00 5.852740100E-02 1.265686885E+00 1.214856517E+00 5.083036800E-02 1.058339700E-02 2.886364000E-03
295 1.674996808E+01 1.292813099E+00 1.224206771E+00 6.860632800E-02 1.274703481E+00 1.220643097E+00 5.406038400E-02 1.810961800E-02 3.563674000E-03
295 1.700000000E+01 1.314319557E+00 1.238033426E+00 7.628613100E-02 1.285280634E+00 1.233513547E+00 5.176708700E-02 2.903892300E-02 4.519879000E-03
300 1.500000000E+01 1.146554547E+00 1.194563291E+00 -4.800874400E-02 1.146432275E+00 1.193939520E+00 -4.750724500E-02 1.222720000E-04 6.237710000E-04
300 1.524993176E+01 1.200257585E+00 1.200986420E+00 -7.288350000E-04 1.199817381E+00 1.200082238E+00 -2.648570000E-04 4.402040000E-04 9.041820000E-04
300 1.549996187E+01 1.222586061E+00 1.205349193E+00 1.723686800E-02 1.221714041E+00 1.204097973E+00 1.761606800E-02 8.720200000E-04 1.251220000E-03
300 1.574996808E+01 1.237934954E+00 1.212419983E+00 2.551497100E-02 1.236330679E+00 1.210770434E+00 2.556024500E-02 1.604275000E-03 1.649549000E-03
300 1.600000000E+01 1.250573930E+00 1.218619053E+00 3.195487700E-02 1.247640079E+00 1.216535324E+00 3.110475500E-02 2.933851000E-03 2.083729000E-03
300 1.624993176E+01 1.263537165E+00 1.220183296E+00 4.335386900E-02 1.258192256E+00 1.217649115E+00 4.054314100E-02 5.344909000E-03 2.534181000E-03
300 1.649996187E+01 1.277885868E+00 1.220453731E+00 5.743213700E-02 1.268329676E+00 1.217378761E+00 5.095091500E-02 9.556192000E-03 3.074970000E-03
300 1.674996808E+01 1.294050485E+00 1.226609504E+00 6.744098100E-02 1.277691328E+00 1.222718699E+00 5.497262900E-02 1.635915700E-02 3.890805000E-03
300 1.700000000E+01 1.315181180E+00 1.240708469E+00 7.447271100E-02 1.288781210E+00 1.235574871E+00 5.320633900E-02 2.639997000E-02 5.133598000E-03
305 1.500000000E+01 1.083621803E+00 1.191561355E+00 -1.079395520E-01 1.083679580E+00 1.190982181E+00 -1.073026010E-01 -5.777700000E-05 5.791740000E-04
305 1.524993176E+01 1.181747707E+00 1.202094195E+00 -2.034648800E-02 1.181370771E+00 1.201203175E+00 -1.983240400E-02 3.769360000E-04 8.910200000E-04
305 1.549996187E+01 1.218620517E+00 1.207411826E+00 1.120869100E-02 1.217767323E+00 1.206152398E+00 1.161492500E-02 8.531940000E-04 1.259428000E-03
305 1.574996808E+01 1.238497702E+00 1.214783420E+00 2.371428200E-02 1.236925685E+00 1.213082228E+00 2.384345700E-02 1.572017000E-03 1.701192000E-03
305 1.600000000E+01 1.252343955E+00 1.220725899E+00 3.161805600E-02 1.249531765E+00 1.218557282E+00 3.097448300E-02 2.812190000E-03 2.168617000E-03
305 1.624993176E+01 1.265800025E+00 1.222757887E+00 4.304213800E-02 1.260777126E+00 1.220027282E+00 4.074984400E-02 5.022899000E-03 2.730605000E-03
305 1.649996187E+01 1.280221990E+00 1.223531374E+00 5.669061600E-02 1.271356538E+00 1.220046892E+00 5.130964600E-02 8.865452000E-03 3.484482000E-03
305 1.674996808E+01 1.296263783E+00 1.229379188E+00 6.688459500E-02 1.281160739E+00 1.224872580E+00 5.628815900E-02 1.510304400E-02 4.506608000E-03
305 1.700000000E+01 1.317240296E+00 1.242589473E+00 7.465082300E-02 1.292824769E+00 1.236671188E+00 5.615358100E-02 2.441552700E-02 5.918285000E-03
