T(K) Nd(cm-3) Mu(cm2/Vs)
150 5.00000E+12 2.22540E+3
150 7.04645E+12 2.22191E+3
150 9.93050E+12 2.21747E+3
150 1.39950E+13 2.21184E+3
150 1.97230E+13 2.20470E+3
150 2.77954E+13 2.19566E+3
150 3.91718E+13 2.18427E+3
150 5.52045E+13 2.16993E+3
150 7.77992E+13 2.15198E+3
150 1.09642E+14 2.12960E+3
150 1.54517E+14 2.10186E+3
150 2.17759E+14 2.06774E+3
150 3.06886E+14 2.02616E+3
150 4.32492E+14 1.97601E+3
150 6.09507E+14 1.91634E+3
150 8.58972E+14 1.84641E+3
150 1.21054E+15 1.76592E+3
150 1.70601E+15 1.67517E+3
150 2.40426E+15 1.57517E+3
150 3.38830E+15 1.46771E+3
150 4.77510E+15 1.35534E+3
150 6.72950E+15 1.24095E+3
150 9.48382E+15 1.12777E+3
150 1.33655E+16 1.01870E+3
150 1.88358E+16 9.16146E+2
150 2.65452E+16 8.21640E+2
150 3.74098E+16 7.36123E+2
150 5.27214E+16 6.59522E+2
150 7.42997E+16 5.91186E+2
150 1.04710E+17 5.30438E+2
150 1.47567E+17 4.76373E+2
150 2.07964E+17 4.27976E+2
150 2.93082E+17 3.84741E+2
150 4.13038E+17 3.46227E+2
150 5.82091E+17 3.12186E+2
150 8.20335E+17 2.82604E+2
150 1.15609E+18 2.57430E+2
150 1.62927E+18 2.36690E+2
150 2.29611E+18 2.20455E+2
150 3.23589E+18 2.08810E+2
150 4.56031E+18 2.01899E+2
150 6.42680E+18 1.99853E+2
150 9.05724E+18 2.02236E+2
150 1.27643E+19 2.06465E+2
150 1.79886E+19 2.03559E+2
150 2.53511E+19 1.75829E+2
150 3.57271E+19 1.18506E+2
150 5.03499E+19 6.19778E+1
150 7.09577E+19 2.80349E+1
158 5.00000E+12 1.98143E+3
158 7.04645E+12 1.97875E+3
158 9.93050E+12 1.97535E+3
158 1.39950E+13 1.97102E+3
158 1.97230E+13 1.96553E+3
158 2.77954E+13 1.95857E+3
158 3.91718E+13 1.94979E+3
158 5.52045E+13 1.93872E+3
158 7.77992E+13 1.92482E+3
158 1.09642E+14 1.90744E+3
158 1.54517E+14 1.88583E+3
158 2.17759E+14 1.85913E+3
158 3.06886E+14 1.82642E+3
158 4.32492E+14 1.78671E+3
158 6.09507E+14 1.73909E+3
158 8.58972E+14 1.68278E+3
158 1.21054E+15 1.61725E+3
158 1.70601E+15 1.54246E+3
158 2.40426E+15 1.45892E+3
158 3.38830E+15 1.36778E+3
158 4.77510E+15 1.27091E+3
158 6.72950E+15 1.17067E+3
158 9.48382E+15 1.06982E+3
158 1.33655E+16 9.71051E+2
158 1.88358E+16 8.76772E+2
158 2.65452E+16 7.88851E+2
158 3.74098E+16 7.08351E+2
158 5.27214E+16 6.35697E+2
158 7.42997E+16 5.70728E+2
158 1.04710E+17 5.12831E+2
158 1.47567E+17 4.61292E+2
158 2.07964E+17 4.15213E+2
158 2.93082E+17 3.73995E+2
158 4.13038E+17 3.37209E+2
158 5.82091E+17 3.04537E+2
158 8.20335E+17 2.75909E+2
158 1.15609E+18 2.51280E+2
158 1.62927E+18 2.30691E+2
158 2.29611E+18 2.14186E+2
158 3.23589E+18 2.01885E+2
158 4.56031E+18 1.93917E+2
158 6.42680E+18 1.90411E+2
158 9.05724E+18 1.91146E+2
158 1.27643E+19 1.94513E+2
158 1.79886E+19 1.94426E+2
158 2.53511E+19 1.76497E+2
158 3.57271E+19 1.29336E+2
158 5.03499E+19 7.27910E+1
158 7.09577E+19 3.42023E+1
166 5.00000E+12 1.77417E+3
166 7.04645E+12 1.77209E+3
166 9.93050E+12 1.76945E+3
166 1.39950E+13 1.76608E+3
166 1.97230E+13 1.76180E+3
166 2.77954E+13 1.75639E+3
166 3.91718E+13 1.74953E+3
166 5.52045E+13 1.74088E+3
166 7.77992E+13 1.73000E+3
166 1.09642E+14 1.71636E+3
166 1.54517E+14 1.69935E+3
166 2.17759E+14 1.67826E+3
166 3.06886E+14 1.65229E+3
166 4.32492E+14 1.62061E+3
166 6.09507E+14 1.58235E+3
166 8.58972E+14 1.53675E+3
166 1.21054E+15 1.48320E+3
166 1.70601E+15 1.42142E+3
166 2.40426E+15 1.35156E+3
166 3.38830E+15 1.27431E+3
166 4.77510E+15 1.19099E+3
166 6.72950E+15 1.10345E+3
166 9.48382E+15 1.01398E+3
166 1.33655E+16 9.24979E+2
166 1.88358E+16 8.38759E+2
166 2.65452E+16 7.57187E+2
166 3.74098E+16 6.81783E+2
166 5.27214E+16 6.13057E+2
166 7.42997E+16 5.51232E+2
166 1.04710E+17 4.96118E+2
166 1.47567E+17 4.46866E+2
166 2.07964E+17 4.02889E+2
166 2.93082E+17 3.63567E+2
166 4.13038E+17 3.28394E+2
166 5.82091E+17 2.97074E+2
166 8.20335E+17 2.69418E+2
166 1.15609E+18 2.45416E+2
166 1.62927E+18 2.25091E+2
