T(K) Nd(cm-3) Mu(cm2/Vs)
150 5.00000E+12 6.64660E+3
150 7.04645E+12 6.62516E+3
150 9.93050E+12 6.59808E+3
150 1.39950E+13 6.56396E+3
150 1.97230E+13 6.52107E+3
150 2.77954E+13 6.46734E+3
150 3.91718E+13 6.40034E+3
150 5.52045E+13 6.31723E+3
150 7.77992E+13 6.21480E+3
150 1.09642E+14 6.08956E+3
150 1.54517E+14 5.93792E+3
150 2.17759E+14 5.75646E+3
150 3.06886E+14 5.54232E+3
150 4.32492E+14 5.29372E+3
150 6.09507E+14 5.01057E+3
150 8.58972E+14 4.69491E+3
150 1.21054E+15 4.35139E+3
150 1.70601E+15 3.98719E+3
150 2.40426E+15 3.61162E+3
150 3.38830E+15 3.23517E+3
150 4.77510E+15 2.86861E+3
150 6.72950E+15 2.52143E+3
150 9.48382E+15 2.20087E+3
150 1.33655E+16 1.91243E+3
150 1.88358E+16 1.65781E+3
150 2.65452E+16 1.43685E+3
150 3.74098E+16 1.24796E+3
150 5.27214E+16 1.08755E+3
150 7.42997E+16 9.52037E+2
150 1.04710E+17 8.37619E+2
150 1.47567E+17 7.40789E+2
150 2.07964E+17 6.58542E+2
150 2.93082E+17 5.88906E+2
150 4.13038E+17 5.29558E+2
150 5.82091E+17 4.79551E+2
150 8.20335E+17 4.38019E+2
150 1.15609E+18 4.03924E+2
150 1.62927E+18 3.76899E+2
150 2.29611E+18 3.56004E+2
150 3.23589E+18 3.39439E+2
150 4.56031E+18 3.22824E+2
150 6.42680E+18 2.96837E+2
150 9.05724E+18 2.47885E+2
150 1.27643E+19 1.73653E+2
150 1.79886E+19 9.88893E+1
150 2.53511E+19 4.81506E+1
150 3.57271E+19 2.16077E+1
150 5.03499E+19 9.38099E+0
150 7.09577E+19 4.02968E+0
158 5.00000E+12 5.92295E+3
158 7.04645E+12 5.90646E+3
158 9.93050E+12 5.88560E+3
158 1.39950E+13 5.85927E+3
158 1.97230E+13 5.82613E+3
158 2.77954E+13 5.78453E+3
158 3.91718E+13 5.73251E+3
158 5.52045E+13 5.66776E+3
158 7.77992E+13 5.58764E+3
158 1.09642E+14 5.48919E+3
158 1.54517E+14 5.36927E+3
158 2.17759E+14 5.22470E+3
158 3.06886E+14 5.05261E+3
158 4.32492E+14 4.85077E+3
158 6.09507E+14 4.61812E+3
158 8.58972E+14 4.35527E+3
158 1.21054E+15 4.06489E+3
158 1.70601E+15 3.75202E+3
158 2.40426E+15 3.42375E+3
158 3.38830E+15 3.08889E+3
158 4.77510E+15 2.75689E+3
158 6.72950E+15 2.43705E+3
158 9.48382E+15 2.13716E+3
158 1.33655E+16 1.86307E+3
158 1.88358E+16 1.61803E+3
158 2.65452E+16 1.40349E+3
158 3.74098E+16 1.21842E+3
158 5.27214E+16 1.06064E+3
158 7.42997E+16 9.27041E+2
158 1.04710E+17 8.14472E+2
158 1.47567E+17 7.19310E+2
158 2.07964E+17 6.38808E+2
158 2.93082E+17 5.70487E+2
158 4.13038E+17 5.12753E+2
158 5.82091E+17 4.63763E+2
158 8.20335E+17 4.22785E+2
158 1.15609E+18 3.89020E+2
158 1.62927E+18 3.61924E+2
158 2.29611E+18 3.40538E+2
158 3.23589E+18 3.23758E+2
158 4.56031E+18 3.08176E+2
158 6.42680E+18 2.86725E+2
158 9.05724E+18 2.47438E+2
158 1.27643E+19 1.83291E+2
158 1.79886E+19 1.10704E+2
158 2.53511E+19 5.61350E+1
