T d154 d184 d214 d244
d 150 180 210 240
290 5.865100000E-05 5.656100000E-05 5.554000000E-05 5.500100000E-05
295 5.146000000E-05 4.964200000E-05 4.868800000E-05 4.819400000E-05
300 4.501000000E-05 4.337700000E-05 4.254800000E-05 4.207600000E-05
305 3.951300000E-05 3.814000000E-05 3.737300000E-05 3.698500000E-05
310 3.516200000E-05 3.397800000E-05 3.338800000E-05 3.301800000E-05
315 3.197100000E-05 3.105600000E-05 3.054400000E-05 3.029500000E-05
320 2.979400000E-05 2.922300000E-05 2.892500000E-05 2.881100000E-05
325 2.843600000E-05 2.831300000E-05 2.836500000E-05 2.852500000E-05
330 2.725900000E-05 2.798100000E-05 2.867700000E-05 2.929900000E-05
335 2.534500000E-05 2.734400000E-05 2.930100000E-05 3.088400000E-05
340 2.096700000E-05 2.546400000E-05 2.936000000E-05 3.265200000E-05
