N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 300 1.800E-4 1.253316614E+00 1.277632685E+00
1.468000E+10 3.162E+16 300 1.800E-4 1.258259820E+00 1.277704017E+00
2.154000E+10 3.162E+16 300 1.800E-4 1.262470030E+00 1.277808169E+00
3.162000E+10 3.162E+16 300 1.800E-4 1.266076035E+00 1.277959987E+00
4.642000E+10 3.162E+16 300 1.800E-4 1.269149000E+00 1.278180671E+00
6.813000E+10 3.162E+16 300 1.800E-4 1.271756342E+00 1.278500104E+00
1.000000E+11 3.162E+16 300 1.800E-4 1.273992779E+00 1.278959661E+00
1.468000E+11 3.162E+16 300 1.800E-4 1.275987021E+00 1.279615147E+00
2.154000E+11 3.162E+16 300 1.800E-4 1.277894126E+00 1.280539039E+00
3.162000E+11 3.162E+16 300 1.800E-4 1.279883548E+00 1.281820447E+00
4.642000E+11 3.162E+16 300 1.800E-4 1.282126636E+00 1.283560587E+00
6.813000E+11 3.162E+16 300 1.800E-4 1.284782124E+00 1.285861347E+00
1.000000E+12 3.162E+16 300 1.800E-4 1.287977421E+00 1.288806350E+00
1.468000E+12 3.162E+16 300 1.800E-4 1.291787513E+00 1.292438060E+00
2.154000E+12 3.162E+16 300 1.800E-4 1.296191627E+00 1.296712437E+00
3.162000E+12 3.162E+16 300 1.800E-4 1.301215737E+00 1.301639337E+00
4.642000E+12 3.162E+16 300 1.800E-4 1.306688818E+00 1.307036386E+00
6.813000E+12 3.162E+16 300 1.800E-4 1.312478292E+00 1.312764670E+00
1.000000E+13 3.162E+16 300 1.800E-4 1.318531282E+00 1.318766771E+00
