fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L318 55626343.641 339.63 34.138 4.411413577E-02 1.916986712E-04 -5.855670523E-08 2.211793961E-02 9.592731377E-05 -6.924361844E-03 0.000000000E+00 
L319 55650898.861 339.56 34.145 4.415810326E-02 1.928126992E-04 2.526640533E-08 2.196539590E-02 9.690342984E-05 2.967545687E-03 0.000000000E+00 
L320 55671264.3 339.57 34.144 4.425478498E-02 1.923920858E-04 2.724356009E-06 2.214447525E-02 9.645867646E-05 3.199752750E-01 0.000000000E+00 
L321 55691565.026 339.6 34.141 4.421531459E-02 1.927446784E-04 -5.365154165E-08 2.214946099E-02 9.670897385E-05 -6.295454510E-03 0.000000000E+00 
L322 55711645.969 339.66 34.135 4.452597806E-02 1.936187820E-04 2.762529110E-06 2.226971772E-02 9.687463269E-05 3.204394010E-01 0.000000000E+00 
L323 55731757.292 339.71 34.13 4.462151452E-02 1.944228158E-04 2.765450584E-06 2.219855670E-02 9.762198983E-05 3.187677427E-01 0.000000000E+00 
L324 55751957.482 339.77 34.124 4.472112154E-02 1.950240706E-04 2.801619447E-06 2.234727893E-02 9.783536813E-05 3.212241879E-01 0.000000000E+00 
L325 55772019.615 339.82 34.119 4.481733603E-02 1.951254128E-04 2.823393233E-06 2.244207624E-02 9.759073818E-05 3.228579586E-01 0.000000000E+00 
L326 55792229.789 339.87 34.114 4.481751378E-02 1.946722652E-04 -1.480471119E-07 2.249377322E-02 9.814354911E-05 -1.696868144E-02 0.000000000E+00 
L327 55812549.94 339.92 34.109 4.498249636E-02 1.950745092E-04 2.865851456E-06 2.260935723E-02 9.811402566E-05 3.265950512E-01 0.000000000E+00 
L328 55832830.71 339.96 34.105 4.501838433E-02 1.959154430E-04 2.864479770E-06 2.252330570E-02 9.899277869E-05 3.247784347E-01 0.000000000E+00 
L329 55852953.347 339.99 34.102 4.519390480E-02 1.966152194E-04 2.886507524E-06 2.269230449E-02 9.845088091E-05 3.248446325E-01 0.000000000E+00 
L330 55873122.468 340.01 34.1 4.543055897E-02 1.971958702E-04 -1.932103775E-07 2.271255546E-02 9.872157841E-05 -2.156674252E-02 0.000000000E+00 
L331 55893172.873 340.03 34.098 4.536587498E-02 1.971990277E-04 -2.189012580E-07 2.276289863E-02 9.873495521E-05 -2.446888594E-02 0.000000000E+00 
L332 55913464.023 340.04 34.097 4.532298298E-02 1.969620934E-04 -1.863947071E-07 2.268876403E-02 9.913364299E-05 -2.088009349E-02 0.000000000E+00 
L333 55933584.243 340.05 34.096 4.557094883E-02 1.976090008E-04 -2.159007002E-07 2.280312755E-02 9.890344526E-05 -2.397503542E-02 0.000000000E+00 
L334 55953775.575 340.05 34.096 4.557614830E-02 1.980724889E-04 -2.077337865E-07 2.283755980E-02 9.970430627E-05 -2.301152279E-02 0.000000000E+00 
L335 55973986.443 340.06 34.095 4.579856248E-02 1.988519579E-04 -2.142835189E-07 2.281911737E-02 9.962459873E-05 -2.352919405E-02 0.000000000E+00 
L336 55994237.022 340.06 34.095 4.586031265E-02 1.986293599E-04 2.970823458E-06 2.298432617E-02 9.988277482E-05 3.261342352E-01 0.000000000E+00 
L337 56014448.175 340.06 34.095 4.585558225E-02 1.989611494E-04 2.952828448E-06 2.294413009E-02 9.944915676E-05 3.236515734E-01 0.000000000E+00 
L338 56034558.666 340.05 34.096 4.582722763E-02 1.994712053E-04 -2.287883523E-07 2.295651808E-02 9.972411204E-05 -2.502822865E-02 0.000000000E+00 
L339 56054509.346 340.05 34.096 4.595655115E-02 1.992386722E-04 -2.543668663E-07 2.317799161E-02 9.974705279E-05 -2.778046249E-02 0.000000000E+00 
L340 56074560.314 340.04 34.097 4.613338782E-02 2.002336461E-04 3.001855199E-06 2.310287242E-02 1.002609781E-04 3.249655590E-01 0.000000000E+00 
L341 56094733.105 340.04 34.097 4.620377899E-02 2.005848236E-04 -2.308828408E-07 2.308352531E-02 1.003141379E-04 -2.491242984E-02 0.000000000E+00 
L342 56115021.8493 340.04 34.097 4.624274465E-02 2.005893077E-04 3.011237289E-06 2.314001700E-02 1.004465914E-04 3.246336969E-01 0.000000000E+00 
L343 56135132.604 340.03 34.098 4.609756844E-02 2.003810541E-04 3.018698994E-06 2.312359128E-02 1.009450623E-04 3.268023233E-01 0.000000000E+00 
L344 56155323.412 340.03 34.098 4.620684172E-02 2.008828020E-04 3.016737464E-06 2.306096587E-02 1.011755227E-04 3.250038264E-01 0.000000000E+00 
L345 56175526.798 340.03 34.098 4.625046411E-02 2.012249041E-04 3.038421463E-06 2.319034249E-02 1.012561322E-04 3.264751959E-01 0.000000000E+00 
L346 56195685.06 340.02 34.099 4.642718702E-02 2.013305786E-04 -2.362327070E-07 2.341454897E-02 1.009863905E-04 -2.527306498E-02 0.000000000E+00 
L347 56215855.445 340.02 34.099 4.652278200E-02 2.019873698E-04 -2.458702555E-07 2.331469494E-02 1.010037137E-04 -2.616472060E-02 0.000000000E+00 
L348 56236076.4251 340.02 34.099 4.648405612E-02 2.016149356E-04 3.037758563E-06 2.319747798E-02 1.014460758E-04 3.241354530E-01 0.000000000E+00 
L349 56256247.568 340.02 34.099 4.642087519E-02 2.016950416E-04 3.063772251E-06 2.336343848E-02 1.013158504E-04 3.272260971E-01 0.000000000E+00 
L350 56276398.046 340.02 34.099 4.656838388E-02 2.025052979E-04 -2.224675718E-07 2.332402989E-02 1.014197428E-04 -2.359060933E-02 0.000000000E+00 
L351 56296619.105 340.01 34.1 4.657627378E-02 2.026538946E-04 3.078599516E-06 2.340750288E-02 1.015861216E-04 3.261621051E-01 0.000000000E+00 
L352 56316679.588 340.02 34.099 4.668701078E-02 2.031381131E-04 -2.174878094E-07 2.341451282E-02 1.016892700E-04 -2.293229060E-02 0.000000000E+00 
L353 56336960.902 340.01 34.1 4.667804426E-02 2.030816305E-04 3.088260657E-06 2.344517481E-02 1.017875777E-04 3.257846784E-01 0.000000000E+00 
L354 56357281.274 340.02 34.099 4.671313051E-02 2.026448575E-04 3.093084052E-06 2.347164933E-02 1.020052614E-04 3.267511779E-01 0.000000000E+00 
L355 56377484.519 340.01 34.1 4.670306292E-02 2.031580808E-04 -1.976127988E-07 2.333146165E-02 1.027771383E-04 -2.082742618E-02 0.000000000E+00 
L356 56397573.494 340.01 34.1 4.680259863E-02 2.039747212E-04 3.092354875E-06 2.346298287E-02 1.020126474E-04 3.239239144E-01 0.000000000E+00 
L357 56417464.087 340.02 34.099 4.700551700E-02 2.041522000E-04 3.100363372E-06 2.349868209E-02 1.020896708E-04 3.230797213E-01 0.000000000E+00 
L358 56437614.539 340.01 34.1 4.705587080E-02 2.040902443E-04 -2.119273106E-07 2.351184538E-02 1.024909598E-04 -2.206738473E-02 0.000000000E+00 
L359 56457702.636 340.01 34.1 4.698015480E-02 2.036228937E-04 -2.286294459E-07 2.365049753E-02 1.016277350E-04 -2.389962659E-02 0.000000000E+00 
L360 56477966.122 340.01 34.1 4.704635100E-02 2.041379161E-04 3.102020051E-06 2.352435372E-02 1.020922010E-04 3.229943900E-01 0.000000000E+00 
L361 56498196.956 340.01 34.1 4.711492955E-02 2.045016659E-04 3.108978648E-06 2.349509225E-02 1.026133086E-04 3.226727891E-01 0.000000000E+00 
L362 56518387.806 340.01 34.1 4.717172490E-02 2.043576548E-04 3.132305309E-06 2.362223210E-02 1.028618473E-04 3.249312036E-01 0.000000000E+00 
L363 56538488.396 340.01 34.1 4.723963711E-02 2.048951246E-04 3.132576255E-06 2.360470100E-02 1.029646236E-04 3.236409551E-01 0.000000000E+00 
L364 56558561.865 340.01 34.1 4.708248277E-02 2.048522152E-04 3.130408421E-06 2.362945253E-02 1.026189701E-04 3.245644748E-01 0.000000000E+00 
L365 56578686.726 340.01 34.1 4.711591654E-02 2.048674613E-04 3.124084125E-06 2.356264809E-02 1.030622882E-04 3.236548284E-01 0.000000000E+00 
L366 56598800.781 340.01 34.1 4.739211815E-02 2.054846728E-04 3.161828063E-06 2.382623096E-02 1.031744260E-04 3.246778767E-01 0.000000000E+00 
L367 56739956.352 340.02 34.099 4.740901531E-02 2.063632099E-04 3.161713601E-06 2.376837902E-02 1.034486140E-04 3.231687199E-01 0.000000000E+00 
L368 56760013.2052 340.02 34.099 4.758199348E-02 2.062568351E-04 3.172755536E-06 2.382398028E-02 1.035231875E-04 3.232850546E-01 0.000000000E+00 
L369 56780167.916 340.02 34.099 4.737032487E-02 2.061478976E-04 3.168999434E-06 2.389889759E-02 1.029720598E-04 3.245165787E-01 0.000000000E+00 
L370 56800269.434 340.02 34.099 4.741739538E-02 2.057688733E-04 -1.540690655E-07 2.381921706E-02 1.035909532E-04 -1.579057970E-02 0.000000000E+00 
L371 56820382.415 340.02 34.099 4.745032509E-02 2.065280101E-04 3.167365698E-06 2.375726755E-02 1.037590430E-04 3.232064777E-01 0.000000000E+00 
L372 56840490.156 340.02 34.099 4.761796561E-02 2.073149989E-04 3.171971461E-06 2.378391454E-02 1.036871320E-04 3.213125660E-01 0.000000000E+00 
L373 56860571.403 340.02 34.099 4.766606681E-02 2.073594484E-04 -1.519083136E-07 2.370021226E-02 1.043459697E-04 -1.536909858E-02 0.000000000E+00 
